iteration,cpu_time,of_value,duality_gap,Variant,seed,max_clique
61,0.7131280899047852,6.270403075578595e-06,9.931303947709385e-06,AFW,11,24
0,0.0,0.00029290337272957817,0.0006969590559719812,PFW,11,24
1,0.006865978240966797,0.00024828888227529036,0.0005678438136874691,PFW,11,24
2,0.013599872589111328,0.00023261346983557233,0.0005930002142826346,PFW,11,24
3,0.02000713348388672,0.00023117605547208313,0.0005865389876017078,PFW,11,24
4,0.026175975799560547,0.0002018179703774539,0.00044901721136075324,PFW,11,24
5,0.033837080001831055,0.00018662113050732144,0.0005111284535817001,PFW,11,24
6,0.040850162506103516,0.000185090396211415,0.0005063813962512422,PFW,11,24
7,0.047746896743774414,0.00017889410945708706,0.0004805295791873275,PFW,11,24
8,0.05449414253234863,0.00017028222084025129,0.00046284511512368096,PFW,11,24
9,0.06104302406311035,0.00016424939307592605,0.0004348872717693007,PFW,11,24
10,0.06807589530944824,0.0001590843869693085,0.00041366764774774644,PFW,11,24
11,0.07433700561523438,0.00015843869182171835,0.00041037238038872453,PFW,11,24
12,0.0812981128692627,0.00014086874536794938,0.00033433265293507846,PFW,11,24
13,0.08754920959472656,0.00012613221200683715,0.0003697802398706736,PFW,11,24
14,0.09379196166992188,0.00012476919829259095,0.0003704011505808076,PFW,11,24
15,0.10182595252990723,0.00012363565262476668,0.0003616692304761718,PFW,11,24
16,0.10809111595153809,0.00011638730452797636,0.00031884370980449293,PFW,11,24
17,0.11494588851928711,9.96389090039517e-05,0.0002612018508988446,PFW,11,24
18,0.12113094329833984,9.560630594545261e-05,0.0002489370379599319,PFW,11,24
19,0.12745404243469238,9.204274407401136e-05,0.00023214140124732258,PFW,11,24
20,0.13432788848876953,9.062029568993289e-05,0.000225054176563773,PFW,11,24
21,0.14058685302734375,8.663265261486266e-05,0.00025300743326828754,PFW,11,24
22,0.14736294746398926,7.81655111297534e-05,0.00021822858314819995,PFW,11,24
23,0.15364599227905273,7.276921141077999e-05,0.0001795513468459797,PFW,11,24
24,0.16009306907653809,6.960404699346886e-05,0.0001488130384122448,PFW,11,24
25,0.16699504852294922,6.623416060305367e-05,0.0001453720461946144,PFW,11,24
26,0.1732320785522461,5.810961608713532e-05,0.00013673587681457803,PFW,11,24
27,0.1802229881286621,4.7913032892140346e-05,0.00010045891226760828,PFW,11,24
28,0.18654513359069824,4.3389945584945245e-05,0.00010214050031878179,PFW,11,24
29,0.19272494316101074,4.2333790237678804e-05,8.938977825225493e-05,PFW,11,24
30,0.20110702514648438,4.104160434109605e-05,8.758266457740444e-05,PFW,11,24
31,0.20825886726379395,3.734339297817644e-05,6.80417924206148e-05,PFW,11,24
32,0.21657991409301758,3.577922070170432e-05,7.676350724123931e-05,PFW,11,24
33,0.2248837947845459,3.5192459131591413e-05,7.059810530896685e-05,PFW,11,24
34,0.23234915733337402,3.119986243755842e-05,9.567911254383926e-05,PFW,11,24
35,0.24031496047973633,2.6690458976922648e-05,0.0001050582802797103,PFW,11,24
36,0.24902796745300293,2.4736774801381008e-05,9.397728320190593e-05,PFW,11,24
37,0.2554049491882324,2.0552604597421744e-05,7.100550060780479e-05,PFW,11,24
38,0.2661468982696533,1.9762579475243968e-05,6.511283219273701e-05,PFW,11,24
39,0.2758970260620117,1.9239609852006477e-05,6.252092808056374e-05,PFW,11,24
40,0.2868220806121826,1.8219144919771492e-05,5.7976829931304245e-05,PFW,11,24
41,0.29375600814819336,1.6536351317923035e-05,6.552294811881511e-05,PFW,11,24
42,0.3034348487854004,1.558741446562004e-05,5.895910888307692e-05,PFW,11,24
43,0.3140089511871338,1.4373909960752788e-05,4.1123759631455644e-05,PFW,11,24
44,0.3259580135345459,1.3733751370235658e-05,3.540555301255542e-05,PFW,11,24
45,0.33300280570983887,1.3553900686082595e-05,3.799690403355771e-05,PFW,11,24
46,0.3395209312438965,1.19773663447503e-05,4.7909465379001196e-05,PFW,11,24
47,0.3462491035461426,1.1035322699158863e-05,4.102308293821751e-05,PFW,11,24
48,0.35616612434387207,1.0408555767874297e-05,3.835678687777773e-05,PFW,11,24
49,0.3665740489959717,9.802069943502069e-06,3.558619838551433e-05,PFW,11,24
50,0.3728749752044678,8.633360252461294e-06,3.2998874298201475e-05,PFW,11,24
51,0.3831489086151123,7.964518194118939e-06,2.2742735464339752e-05,PFW,11,24
52,0.3950490951538086,7.57835212916396e-06,2.0487123686974442e-05,PFW,11,24
53,0.4079270362854004,7.331425234318938e-06,1.949863401815424e-05,PFW,11,24
54,0.42000699043273926,7.175225824568764e-06,1.8172828235329232e-05,PFW,11,24
55,0.43210887908935547,7.073048442309126e-06,1.7350880377747938e-05,PFW,11,24
56,0.44394683837890625,6.999990036515063e-06,1.7011698311283937e-05,PFW,11,24
57,0.4559040069580078,6.9357366609140256e-06,1.6711601076798994e-05,PFW,11,24
58,0.4696769714355469,6.802135894093454e-06,1.4364337899466952e-05,PFW,11,24
59,0.4832329750061035,6.704593573360254e-06,1.3620600876862496e-05,PFW,11,24
60,0.4967610836029053,6.622597423918833e-06,1.305554970185983e-05,PFW,11,24
61,0.511106014251709,6.545738393258058e-06,1.2229678207013488e-05,PFW,11,24
62,0.5249571800231934,6.47981785943774e-06,1.1705045059195252e-05,PFW,11,24
63,0.538715124130249,6.424158471893267e-06,1.0794497581839784e-05,PFW,11,24
64,0.5529890060424805,6.3937213344537614e-06,9.53423830758769e-06,PFW,11,24
0,0.0,0.00029290337272957817,0.0006969590559719812,BPFW,11,25
1,0.006694793701171875,0.00024828888227529036,0.0005678438136874691,BPFW,11,25
2,0.013286828994750977,0.00023261346983557233,0.0005930002142826346,BPFW,11,25
3,0.02019190788269043,0.00023117605547208313,0.0005865389876017078,BPFW,11,25
4,0.026668071746826172,0.0002018179703774539,0.00044901721136075324,BPFW,11,25
5,0.03310799598693848,0.00018662113050732144,0.0005111284535817001,BPFW,11,25
6,0.04065108299255371,0.000185090396211415,0.0005063813962512422,BPFW,11,25
7,0.046994924545288086,0.00017889410945708706,0.0004805295791873275,BPFW,11,25
8,0.05380988121032715,0.00017028222084025129,0.00046284511512368096,BPFW,11,25
9,0.060083866119384766,0.00016424939307592605,0.0004348872717693007,BPFW,11,25
10,0.06667804718017578,0.0001590843869693085,0.00041366764774774644,BPFW,11,25
11,0.07303595542907715,0.00015843869182171835,0.00041037238038872453,BPFW,11,25
12,0.07937002182006836,0.00014086874536794938,0.00033433265293507846,BPFW,11,25
13,0.08600187301635742,0.00012613221200683715,0.0003697802398706736,BPFW,11,25
14,0.09238672256469727,0.00012476919829259095,0.0003704011505808076,BPFW,11,25
15,0.09918785095214844,0.00012363565262476668,0.0003616692304761718,BPFW,11,25
16,0.10570693016052246,0.00011638730452797636,0.00031884370980449293,BPFW,11,25
17,0.11205387115478516,9.96389090039517e-05,0.0002612018508988446,BPFW,11,25
18,0.11863589286804199,9.560630594545261e-05,0.0002489370379599319,BPFW,11,25
19,0.12727880477905273,9.204274407401136e-05,0.00023214140124732258,BPFW,11,25
20,0.13549494743347168,9.062029568993289e-05,0.000225054176563773,BPFW,11,25
21,0.14246892929077148,8.663265261486266e-05,0.00025300743326828754,BPFW,11,25
22,0.14887666702270508,7.81655111297534e-05,0.00021822858314819995,BPFW,11,25
23,0.1564638614654541,7.276921141077999e-05,0.0001795513468459797,BPFW,11,25
24,0.16286492347717285,6.960404699346886e-05,0.0001488130384122448,BPFW,11,25
25,0.16953182220458984,6.623416060305367e-05,0.0001453720461946144,BPFW,11,25
26,0.17774391174316406,5.810961608713532e-05,0.00013673587681457803,BPFW,11,25
27,0.1849079132080078,4.7913032892140346e-05,0.00010045891226760828,BPFW,11,25
28,0.1912398338317871,4.3389945584945245e-05,0.00010214050031878179,BPFW,11,25
29,0.1979200839996338,4.2333790237678804e-05,8.938977825225493e-05,BPFW,11,25
30,0.20549511909484863,4.104160434109605e-05,8.758266457740444e-05,BPFW,11,25
31,0.21179866790771484,3.734339297817644e-05,6.80417924206148e-05,BPFW,11,25
32,0.22046899795532227,3.577922070170432e-05,7.676350724123931e-05,BPFW,11,25
33,0.22800993919372559,3.5192459131591413e-05,7.059810530896685e-05,BPFW,11,25
34,0.23597168922424316,3.119986243755842e-05,9.567911254383926e-05,BPFW,11,25
35,0.2431800365447998,2.6690458976922648e-05,0.0001050582802797103,BPFW,11,25
36,0.2520430088043213,2.4736774801381008e-05,9.397728320190593e-05,BPFW,11,25
37,0.25849080085754395,2.0552604597421744e-05,7.100550060780479e-05,BPFW,11,25
38,0.2690258026123047,1.9762579475243968e-05,6.511283219273701e-05,BPFW,11,25
39,0.2790958881378174,1.9239609852006477e-05,6.252092808056374e-05,BPFW,11,25
40,0.2895388603210449,1.8219144919771492e-05,5.7976829931304245e-05,BPFW,11,25
41,0.2960519790649414,1.6536351317923035e-05,6.552294811881511e-05,BPFW,11,25
42,0.30458974838256836,1.558741446562004e-05,5.895910888307692e-05,BPFW,11,25
43,0.31465601921081543,1.4373909960752788e-05,4.1123759631455644e-05,BPFW,11,25
44,0.32680392265319824,1.3733751370235658e-05,3.540555301255542e-05,BPFW,11,25
45,0.33332085609436035,1.3553900686082595e-05,3.799690403355771e-05,BPFW,11,25
46,0.3419828414916992,1.19773663447503e-05,4.7909465379001196e-05,BPFW,11,25
47,0.3508608341217041,1.158029354895264e-05,4.632117419581056e-05,BPFW,11,25
48,0.36345767974853516,1.1296374233567978e-05,4.518549693427191e-05,BPFW,11,25
49,0.37607598304748535,1.0796369389559349e-05,4.3185477558237395e-05,BPFW,11,25
50,0.3901519775390625,1.0454654323989341e-05,4.181861729595735e-05,BPFW,11,25
51,0.39667677879333496,9.725318036348277e-06,3.890127214539311e-05,BPFW,11,25
52,0.4069819450378418,9.056475978005922e-06,3.622590391202368e-05,BPFW,11,25
53,0.4187648296356201,8.739503952505486e-06,3.4958015810021945e-05,BPFW,11,25
54,0.43060994148254395,8.492577057660466e-06,3.3970308230641865e-05,BPFW,11,25
55,0.4434969425201416,8.284870590677056e-06,3.3139482362708216e-05,BPFW,11,25
56,0.4557650089263916,8.148064840782036e-06,3.2592259363128145e-05,BPFW,11,25
57,0.4679548740386963,8.02987740124664e-06,3.211950960498656e-05,BPFW,11,25
58,0.4818758964538574,7.901155319980753e-06,3.160462127992301e-05,BPFW,11,25
59,0.5042188167572021,7.1511477295777525e-06,1.6133972592168047e-05,BPFW,11,25
60,0.5160188674926758,6.966460737586512e-06,1.532649229286914e-05,BPFW,11,25
61,0.5294170379638672,6.798297898980354e-06,1.3525940152368469e-05,BPFW,11,25
62,0.5444738864898682,6.763690210128955e-06,1.2518088425884298e-05,BPFW,11,25
63,0.5602257251739502,6.7047029208072994e-06,1.1327975192001218e-05,BPFW,11,25
64,0.5759689807891846,6.657999108904907e-06,1.074161236236975e-05,BPFW,11,25
65,0.5916388034820557,6.616832458901149e-06,8.400213295618622e-06,BPFW,11,25
0,0.0,0.00031605353549486953,0.0008204909501546096,FW,12,26
1,0.015542030334472656,0.0002593674841539031,0.0006090991180547434,FW,12,26
2,0.03267407417297363,0.0002206462882687675,0.0005476511258155695,FW,12,26
3,0.05466318130493164,0.00018596579760306976,0.00039983595146903303,FW,12,26
4,0.07411599159240723,0.00016628612909824368,0.00040858806951263565,FW,12,26
5,0.09315013885498047,0.00014325715259890578,0.00036933144111132876,FW,12,26
6,0.1121511459350586,0.0001269078681579347,0.00030571026375027905,FW,12,26
7,0.13246417045593262,0.00011218926848053077,0.0002863873253929081,FW,12,26
8,0.15107107162475586,0.00010175077988564956,0.000274968825358321,FW,12,26
9,0.1687469482421875,9.332206803231279e-05,0.00027341625459799537,FW,12,26
10,0.18665313720703125,8.39849251548278e-05,0.00023535640581679644,FW,12,26
11,0.2044970989227295,7.63484897052537e-05,0.00023291384618814019,FW,12,26
12,0.22562503814697266,7.101118728139928e-05,0.00018501379324910975,FW,12,26
13,0.24689316749572754,6.981465739184706e-05,0.00019446746833441187,FW,12,26
14,0.2694692611694336,6.657754947403951e-05,0.00018625234976867017,FW,12,26
15,0.29113006591796875,6.229112777853652e-05,0.0001815577736883354,FW,12,26
16,0.3107891082763672,5.298260672001126e-05,0.0001539106526667825,FW,12,26
17,0.3315300941467285,4.5963636757663545e-05,0.0001281052803099204,FW,12,26
18,0.3557860851287842,4.2904934995443e-05,0.0001198935649000234,FW,12,26
19,0.3759591579437256,3.7688569017170936e-05,0.00010594886693084972,FW,12,26
20,0.3951752185821533,3.3692295130260476e-05,9.615619861992372e-05,FW,12,26
21,0.4180312156677246,3.215039571537655e-05,8.855840076646567e-05,FW,12,26
22,0.4384751319885254,2.928125243072789e-05,6.96681770157068e-05,FW,12,26
23,0.4636352062225342,2.850639693051922e-05,6.858065917620259e-05,FW,12,26
24,0.4866139888763428,2.7411275179923704e-05,6.189221698653402e-05,FW,12,26
25,0.5107400417327881,2.6914903897070975e-05,5.8916086016970026e-05,FW,12,26
26,0.5328900814056396,2.6532363240761162e-05,5.945303821868455e-05,FW,12,26
27,0.5593700408935547,2.598287423220876e-05,5.386075825964797e-05,FW,12,26
28,0.5846121311187744,2.5673421620766132e-05,5.4655669205727885e-05,FW,12,26
29,0.6059720516204834,2.3642350131682634e-05,5.168467754771154e-05,FW,12,26
30,0.6299319267272949,2.33321599774423e-05,4.466859044707932e-05,FW,12,26
31,0.6551558971405029,2.3143554776681776e-05,4.544532606786501e-05,FW,12,26
32,0.6804909706115723,2.286504061545005e-05,4.798476300739322e-05,FW,12,26
33,0.7056810855865479,2.2579936091745454e-05,4.408213281916978e-05,FW,12,26
34,0.7299470901489258,2.22237553900142e-05,4.577767943842749e-05,FW,12,26
35,0.7566299438476562,2.1887063466651814e-05,4.1644746279857996e-05,FW,12,26
36,0.7841291427612305,2.1649551110836988e-05,4.020926059554583e-05,FW,12,26
37,0.809844970703125,2.1324897834269595e-05,4.011537531032623e-05,FW,12,26
38,0.8337390422821045,2.1134106081170362e-05,4.0888559925689234e-05,FW,12,26
39,0.8551900386810303,1.9757133332302814e-05,4.1881277394063585e-05,FW,12,26
40,0.8872649669647217,1.9632082368284093e-05,3.3649291162921656e-05,FW,12,26
41,0.9248590469360352,1.9485504885030045e-05,3.447213637849505e-05,FW,12,26
42,0.9603800773620605,1.9241716346145878e-05,3.46558546068147e-05,FW,12,26
43,0.988732099533081,1.9069453178486433e-05,3.508390043627054e-05,FW,12,26
44,1.016427993774414,1.8925440923463088e-05,3.5317864865150024e-05,FW,12,26
45,1.0440151691436768,1.8693368459451954e-05,3.0256947342562733e-05,FW,12,26
46,1.0780432224273682,1.8535926295178613e-05,3.0671472408891185e-05,FW,12,26
47,1.1063079833984375,1.831729429051269e-05,2.911903050266715e-05,FW,12,26
48,1.12923002243042,1.7535184618608044e-05,2.675209940378709e-05,FW,12,26
49,1.1598851680755615,1.741035960740792e-05,2.798805539747135e-05,FW,12,26
50,1.190964937210083,1.724997120539717e-05,2.682364987373198e-05,FW,12,26
51,1.2206592559814453,1.7128439559642332e-05,2.6408240865851883e-05,FW,12,26
52,1.248478889465332,1.706203675223093e-05,2.766578924499342e-05,FW,12,26
53,1.2767601013183594,1.69594570422978e-05,2.2986232303311234e-05,FW,12,26
54,1.30582594871521,1.683718807281235e-05,2.26233128493316e-05,FW,12,26
55,1.3336610794067383,1.672790043139718e-05,2.1377804252681365e-05,FW,12,26
56,1.3619539737701416,1.6693000100362726e-05,2.2313125483561077e-05,FW,12,26
57,1.3907890319824219,1.660675147566337e-05,2.3779019567894587e-05,FW,12,26
58,1.4193389415740967,1.650578183536923e-05,2.1331596911410206e-05,FW,12,26
59,1.4490489959716797,1.6394962573172556e-05,2.2568574693544826e-05,FW,12,26
60,1.479607105255127,1.6334217483896364e-05,2.0441757736267865e-05,FW,12,26
61,1.5087029933929443,1.6300814390637605e-05,1.957921632334105e-05,FW,12,26
62,1.5375511646270752,1.6267577835595248e-05,2.1240936115764867e-05,FW,12,26
63,1.5683109760284424,1.6226994569719886e-05,2.1687835696159257e-05,FW,12,26
64,1.5974640846252441,1.614008350774103e-05,2.1765957370679294e-05,FW,12,26
65,1.6257562637329102,1.6068020113957133e-05,2.2903312903172876e-05,FW,12,26
66,1.6527070999145508,1.587923027439292e-05,2.3235071440167364e-05,FW,12,26
67,1.6842689514160156,1.579064592454953e-05,2.4345418483810733e-05,FW,12,26
68,1.712428092956543,1.569008493514985e-05,2.3259478137255776e-05,FW,12,26
69,1.7406229972839355,1.5613164448594964e-05,1.8259912229927806e-05,FW,12,26
70,1.7616071701049805,1.5427429087824587e-05,2.4676031248043753e-05,FW,12,26
71,1.7837049961090088,1.4881226489563682e-05,2.314794699659565e-05,FW,12,26
72,1.810347080230713,1.482019933958095e-05,2.3170720647076312e-05,FW,12,26
73,1.838543176651001,1.4686739459711224e-05,2.300936155799793e-05,FW,12,26
74,1.8669230937957764,1.4562629976165611e-05,2.1822581832710753e-05,FW,12,26
75,1.896219253540039,1.445429669828757e-05,2.174106186134152e-05,FW,12,26
76,1.9227509498596191,1.4399528296237742e-05,2.2376268586381743e-05,FW,12,26
77,1.952125072479248,1.4270836725994652e-05,2.2952013070263465e-05,FW,12,26
78,1.9827439785003662,1.413906751022284e-05,2.322378103744073e-05,FW,12,26
79,2.011390209197998,1.4023495182469865e-05,2.309862905298561e-05,FW,12,26
80,2.039208173751831,1.3909120572356717e-05,2.2688208211430743e-05,FW,12,26
81,2.067924976348877,1.3807723534457144e-05,2.3008606856930993e-05,FW,12,26
82,2.0967559814453125,1.3691477751114772e-05,2.2300706635914293e-05,FW,12,26
83,2.125042200088501,1.3571271559102714e-05,2.1299282069504036e-05,FW,12,26
84,2.1540191173553467,1.3489110453015731e-05,1.9934089026289486e-05,FW,12,26
85,2.1759350299835205,1.3211462886756377e-05,2.3835486276335765e-05,FW,12,26
86,2.2034690380096436,1.3042750468271997e-05,2.392430525050209e-05,FW,12,26
87,2.2295310497283936,1.2960195191341683e-05,2.1441164504250967e-05,FW,12,26
88,2.2560272216796875,1.2848168506496925e-05,2.0015170908723657e-05,FW,12,26
89,2.2770450115203857,1.2599596194438442e-05,2.307192887221379e-05,FW,12,26
90,2.3037381172180176,1.250173823775016e-05,2.2770745444303267e-05,FW,12,26
91,2.329508066177368,1.2330545651621757e-05,2.1796154807096103e-05,FW,12,26
92,2.355823040008545,1.2287188155190904e-05,2.2619171218840936e-05,FW,12,26
93,2.38216495513916,1.2203937149226256e-05,2.167877195861061e-05,FW,12,26
94,2.4089572429656982,1.2152566832334842e-05,2.2485635744320373e-05,FW,12,26
95,2.4368600845336914,1.2026408350212104e-05,2.2406797684451402e-05,FW,12,26
96,2.4633400440216064,1.1923971227759623e-05,2.2791408203902733e-05,FW,12,26
97,2.4922642707824707,1.1818338463316111e-05,2.2867912405008957e-05,FW,12,26
98,2.5196101665496826,1.1755626950154735e-05,2.2857982986147813e-05,FW,12,26
99,2.5461843013763428,1.1649774146622955e-05,2.378714348076225e-05,FW,12,26
100,2.573660135269165,1.1549600671718297e-05,2.3943258657671824e-05,FW,12,26
101,2.598824977874756,1.1250871388867512e-05,2.2479698101407186e-05,FW,12,26
102,2.6245579719543457,1.1172266042228821e-05,1.984047501326656e-05,FW,12,26
103,2.6506989002227783,1.1085076436197178e-05,2.010575238439939e-05,FW,12,26
104,2.6766042709350586,1.0925420045672796e-05,1.984489667913817e-05,FW,12,26
105,2.7035210132598877,1.078083233925754e-05,1.8815500641834936e-05,FW,12,26
106,2.729499101638794,1.0727653171340471e-05,1.945581118497621e-05,FW,12,26
107,2.75150990486145,1.0536860549294481e-05,1.9973661356968017e-05,FW,12,26
108,2.7726919651031494,1.0323622962195332e-05,2.150576809524152e-05,FW,12,26
109,2.799258232116699,1.013005279484583e-05,1.926942530045313e-05,FW,12,26
110,2.8253390789031982,1.0044392594013692e-05,2.009345468344284e-05,FW,12,26
111,2.8516781330108643,9.9961073874288e-06,1.9215982390425032e-05,FW,12,26
112,2.87604022026062,9.866526778198377e-06,2.0034905030696414e-05,FW,12,26
113,2.897266149520874,9.649275775079075e-06,2.0620154683347795e-05,FW,12,26
114,2.9235451221466064,9.548265605356696e-06,2.1193603287757917e-05,FW,12,26
115,2.9493649005889893,9.471963952502165e-06,2.0562331107513346e-05,FW,12,26
116,2.976156234741211,9.318611588739977e-06,2.0764115522961717e-05,FW,12,26
117,3.0045392513275146,9.193618092936759e-06,1.8981545458057628e-05,FW,12,26
118,3.031369209289551,9.019121060978306e-06,1.8826370808726544e-05,FW,12,26
119,3.057969093322754,8.883707388420289e-06,1.92169703666635e-05,FW,12,26
120,3.0851199626922607,8.772584792221397e-06,1.8126663984434725e-05,FW,12,26
121,3.114375114440918,8.734503713180873e-06,1.8122917739621325e-05,FW,12,26
122,3.1389360427856445,8.68320352323496e-06,1.8905648716273654e-05,FW,12,26
123,3.1650681495666504,8.585587329745002e-06,1.855490042647245e-05,FW,12,26
124,3.1924259662628174,8.433926628295879e-06,1.8316702194581485e-05,FW,12,26
125,3.218975067138672,8.330145076542608e-06,1.7948364106643434e-05,FW,12,26
126,3.245173931121826,8.21069205975535e-06,1.704405080850637e-05,FW,12,26
127,3.2721059322357178,8.075288119194694e-06,1.639395646490776e-05,FW,12,26
128,3.2991371154785156,7.978436470141555e-06,1.674492127155499e-05,FW,12,26
129,3.3266851902008057,7.903734589134139e-06,1.625165526772775e-05,FW,12,26
130,3.3541259765625,7.778416969203572e-06,1.5242091999927683e-05,FW,12,26
131,3.380998134613037,7.721661585768012e-06,1.563157345390864e-05,FW,12,26
132,3.408804178237915,7.58897333919943e-06,1.4241968542082115e-05,FW,12,26
133,3.4373281002044678,7.5315402955797025e-06,1.4407477603852015e-05,FW,12,26
134,3.4639201164245605,7.428686661727842e-06,1.3340961046747577e-05,FW,12,26
135,3.4932169914245605,7.357855891987155e-06,1.2438492686891475e-05,FW,12,26
136,3.523282289505005,7.326802360111188e-06,1.1598313195262666e-05,FW,12,26
137,3.552535057067871,7.288110311489364e-06,1.2068179751555387e-05,FW,12,26
138,3.5825281143188477,7.249705425636178e-06,1.1499683167103977e-05,FW,12,26
139,3.6125571727752686,7.230843624084921e-06,1.1041853430922042e-05,FW,12,26
140,3.640932083129883,7.181410968236461e-06,1.1067504808223625e-05,FW,12,26
141,3.669684886932373,7.128135699561397e-06,1.1245194404943834e-05,FW,12,26
142,3.698359966278076,7.080705336741678e-06,1.12463717285291e-05,FW,12,26
143,3.7267162799835205,7.061110183755734e-06,1.1825660368187399e-05,FW,12,26
144,3.7554543018341064,7.01600521508918e-06,1.1094728712638655e-05,FW,12,26
145,3.783669948577881,6.988401718188745e-06,1.1036452014074363e-05,FW,12,26
146,3.8144681453704834,6.9490127396836035e-06,1.0136212792055877e-05,FW,12,26
147,3.8446052074432373,6.915810310963095e-06,9.934710341233581e-06,FW,12,26
0,0.0,0.00031605353549486953,0.0008204909501546096,AFW,12,25
1,0.006396055221557617,0.0002905647114814132,0.0007438565461297587,AFW,12,25
2,0.012979984283447266,0.0002846867866502109,0.0007121621917653756,AFW,12,25
3,0.019600868225097656,0.00028250671124386645,0.0007003400659315285,AFW,12,25
4,0.025959014892578125,0.000276682003802437,0.0006684514411802911,AFW,12,25
5,0.03272581100463867,0.0002749488932664827,0.0006600764623285692,AFW,12,25
6,0.04004096984863281,0.00026247657593158724,0.0005909004374463344,AFW,12,25
7,0.04677891731262207,0.0002568142733677375,0.0005825779782266244,AFW,12,25
8,0.053652048110961914,0.00024928729926442303,0.0005747344011407733,AFW,12,25
9,0.05997490882873535,0.0002450992141224074,0.0005663998654877205,AFW,12,25
10,0.06657791137695312,0.0002345132744983434,0.0005042238057633411,AFW,12,25
11,0.07318782806396484,0.0002345132744983434,0.0005042238057633411,AFW,12,25
12,0.08020687103271484,0.00023028420388352744,0.00048378857220915167,AFW,12,25
13,0.08723902702331543,0.00021196261141048753,0.0005303094569272849,AFW,12,25
14,0.0934758186340332,0.0001897568836648784,0.0005104075793031125,AFW,12,25
15,0.10094404220581055,0.00018009284952259268,0.00046093761578739104,AFW,12,25
16,0.10738992691040039,0.00016198239092494825,0.000420751176246377,AFW,12,25
17,0.11471700668334961,0.00014820878277956544,0.0004642712451205928,AFW,12,25
18,0.12094593048095703,0.00014812885435249563,0.0004639536797176514,AFW,12,25
19,0.12726473808288574,0.00014536018675649845,0.0004530527441774182,AFW,12,25
20,0.13501191139221191,0.00013098275699241079,0.00038778493429700056,AFW,12,25
21,0.14148211479187012,0.00013054913260490979,0.0003942970245768904,AFW,12,25
22,0.14879179000854492,0.00011663818480543868,0.000460902408725446,AFW,12,25
23,0.1550579071044922,0.00011385286662821343,0.00044967508723810516,AFW,12,25
24,0.17283892631530762,0.00010139504544589629,0.0003459185396679663,AFW,12,25
25,0.18405890464782715,9.606682173840017e-05,0.0003090999312091597,AFW,12,25
26,0.1903829574584961,8.773173090291758e-05,0.00027026062989090097,AFW,12,25
27,0.19724202156066895,8.400714049290778e-05,0.00032803885739805805,AFW,12,25
28,0.20453214645385742,8.187054553289223e-05,0.0003193714003772581,AFW,12,25
29,0.21178102493286133,8.036687164520108e-05,0.00031325162383688993,AFW,12,25
30,0.22073888778686523,6.998136594485037e-05,0.00027098522400694316,AFW,12,25
31,0.22729086875915527,6.619293776309949e-05,0.0002555602477485316,AFW,12,25
32,0.2352159023284912,6.039785990487951e-05,0.00023192791458899416,AFW,12,25
33,0.24190092086791992,5.596093931824196e-05,0.00021384969719872112,AFW,12,25
34,0.2488999366760254,5.3317884400412345e-05,0.00020307107954012515,AFW,12,25
35,0.25621700286865234,4.068985187563174e-05,0.00015130265247192043,AFW,12,25
36,0.26262903213500977,3.9431711026821956e-05,0.00015236643102941555,AFW,12,25
37,0.28455209732055664,3.473358767930254e-05,0.0001296919441200434,AFW,12,25
38,0.3055288791656494,3.193007544472657e-05,0.00011951435195222185,AFW,12,25
39,0.32690906524658203,2.9495394466754903e-05,0.00011107367084458824,AFW,12,25
40,0.34927916526794434,2.727972549272864e-05,7.431110516543472e-05,AFW,12,25
41,0.36305689811706543,2.6675844163872178e-05,6.955999019802178e-05,AFW,12,25
42,0.3768777847290039,2.6203588446409102e-05,6.523243670313842e-05,AFW,12,25
43,0.4002950191497803,2.4997926241647825e-05,5.066330923014082e-05,AFW,12,25
44,0.40686917304992676,2.3151984008298396e-05,9.141818966959788e-05,AFW,12,25
45,0.4281628131866455,2.049953796641235e-05,6.403829809393822e-05,AFW,12,25
46,0.4501359462738037,1.9902019003876394e-05,4.5334413234473444e-05,AFW,12,25
47,0.4603400230407715,1.9456078528775386e-05,4.3145605001162755e-05,AFW,12,25
48,0.47380900382995605,1.9291779239378138e-05,4.051792973332585e-05,AFW,12,25
49,0.4808969497680664,1.8143918061246696e-05,6.996503148993684e-05,AFW,12,25
50,0.5013599395751953,1.622702288454121e-05,4.823454276111817e-05,AFW,12,25
51,0.5219919681549072,1.568386085509036e-05,4.536529590406193e-05,AFW,12,25
52,0.5284481048583984,1.4724119159148433e-05,5.884126740549285e-05,AFW,12,25
53,0.5404691696166992,1.4316296073698776e-05,5.7205472614734395e-05,AFW,12,25
54,0.5615489482879639,1.2599088789822202e-05,3.523672646016808e-05,AFW,12,25
55,0.5752179622650146,1.2437371577354063e-05,3.383504537185615e-05,AFW,12,25
56,0.5892879962921143,1.22490439037429e-05,3.228514840763507e-05,AFW,12,25
57,0.6016688346862793,1.2113293188057346e-05,3.052145216023577e-05,AFW,12,25
58,0.6081869602203369,1.0945059542197186e-05,3.681590932911146e-05,AFW,12,25
59,0.6203949451446533,1.0828779618054493e-05,3.5862435604852065e-05,AFW,12,25
60,0.6322739124298096,1.0703436328653105e-05,3.483876975469086e-05,AFW,12,25
61,0.644158124923706,1.0496899959887069e-05,3.3442432788899685e-05,AFW,12,25
62,0.6507589817047119,9.22092074057671e-06,2.8604219617570246e-05,AFW,12,25
