iteration,cpu_time,of_value,duality_gap,Variant,seed,max_clique
2,0.00598907470703125,0.014462712066589594,0.012652028178733295,BPFW,8,5
3,0.008809089660644531,0.013814859495190355,0.01308673057986415,BPFW,8,5
4,0.011426925659179688,0.01377552465192157,0.013089088081663411,BPFW,8,5
5,0.014101028442382812,0.012522965793097012,0.015491443157121278,BPFW,8,5
6,0.01743006706237793,0.011977450489313049,0.016141884725553387,BPFW,8,5
7,0.020058155059814453,0.01143816018829808,0.0152899062815621,BPFW,8,5
8,0.022912025451660156,0.010490185230936503,0.015221205820386026,BPFW,8,5
9,0.02574610710144043,0.009251923965992106,0.013880340490498591,BPFW,8,5
10,0.028370141983032227,0.00883724448316386,0.013228328960862344,BPFW,8,5
11,0.031046152114868164,0.007630460423542622,0.010523848784088333,BPFW,8,5
12,0.0344691276550293,0.006887525736945336,0.00783477967375034,BPFW,8,5
13,0.037795066833496094,0.005872035410540178,0.003845617485278884,BPFW,8,5
14,0.04130291938781738,0.005637195770624211,0.00517187679476545,BPFW,8,5
15,0.04431414604187012,0.005278753824203886,0.006807549088061965,BPFW,8,5
16,0.04704999923706055,0.004603314534125904,0.006517489635526241,BPFW,8,5
17,0.05096101760864258,0.0041819981629176595,0.006463385541480955,BPFW,8,5
18,0.05506086349487305,0.0037255469918262164,0.0067477523355962046,BPFW,8,5
19,0.058683156967163086,0.00322179103829018,0.005879849178330652,BPFW,8,5
20,0.06643509864807129,0.003054298206459362,0.004911104638685533,BPFW,8,5
21,0.06995820999145508,0.002741301338789368,0.006374235142177445,BPFW,8,5
22,0.07355904579162598,0.002203986627877369,0.004878925998620333,BPFW,8,5
23,0.08208823204040527,0.0018490965292243082,0.0025101802810172857,BPFW,8,5
24,0.08641910552978516,0.0014290500436753934,0.005569993870685828,BPFW,8,5
25,0.09224104881286621,0.0010741465785190467,0.002505436143271364,BPFW,8,5
26,0.10149812698364258,0.0010127967195831386,0.002331308378658212,BPFW,8,5
27,0.11242318153381348,0.0009597619500199896,0.0014805579730500194,BPFW,8,5
28,0.12966012954711914,0.0009369628872399635,0.0010639827040874088,BPFW,8,5
29,0.14927005767822266,0.0009200633004014172,0.0012381957416012657,BPFW,8,5
30,0.15528225898742676,0.0008805735622257816,0.002954983680072072,BPFW,8,5
31,0.16902804374694824,0.0007116370814541241,0.0011858305138041831,BPFW,8,5
32,0.18327021598815918,0.0006821433310930741,0.0007764847748263531,BPFW,8,5
33,0.2021160125732422,0.0006755976754115597,0.0005204877610472877,BPFW,8,5
34,0.2191143035888672,0.0006722881698060339,0.0004025715239366784,BPFW,8,5
35,0.23610806465148926,0.0006691690068011343,0.0003191112096131728,BPFW,8,5
36,0.25252604484558105,0.0006685114019269788,0.0002641654012864033,BPFW,8,5
37,0.27105093002319336,0.0006676370378521795,0.00015897117387256516,BPFW,8,5
38,0.2917962074279785,0.0006671813800404394,0.0001382011343140189,BPFW,8,5
39,0.3135819435119629,0.0006669436655185663,7.930821099308991e-05,BPFW,8,5
0,0.0,0.01612873173888533,0.012569828094129121,FW,9,6
1,0.007400035858154297,0.010117019101615127,0.021590167439424452,FW,9,6
2,0.01464390754699707,0.007306457900821381,0.02193677753959775,FW,9,6
3,0.022103071212768555,0.0060326315192232435,0.021809473625414386,FW,9,6
4,0.030712127685546875,0.0041235218010068015,0.015374729584199685,FW,9,6
5,0.0399479866027832,0.002069470442366354,0.007470661228373663,FW,9,6
6,0.05112290382385254,0.0016466175792592369,0.004930997927094384,FW,9,6
7,0.06460070610046387,0.001489138559329756,0.0039333897264999034,FW,9,6
8,0.07866382598876953,0.0013396902116798626,0.002840041777351355,FW,9,6
9,0.09721708297729492,0.0012533140108381264,0.0018476336977843292,FW,9,6
10,0.10755085945129395,0.001032693078961729,0.0013663406318281841,FW,9,6
11,0.12435293197631836,0.0010113706527264527,0.0016102160745389777,FW,9,6
12,0.1404857635498047,0.0009726547000797816,0.0016905074467532105,FW,9,6
13,0.1570429801940918,0.0009456219210423852,0.0017303546975754901,FW,9,6
14,0.17217779159545898,0.0008972529212684275,0.0013721879696333237,FW,9,6
15,0.18269896507263184,0.000811988242031079,0.0014656901711770653,FW,9,6
16,0.19915175437927246,0.0007774395713393839,0.0015912484815391922,FW,9,6
17,0.21324992179870605,0.0007556250800037885,0.0016552753031500646,FW,9,6
18,0.22831487655639648,0.0006990249209539978,0.001583542138895206,FW,9,6
19,0.24231696128845215,0.0006737939405144504,0.0017276134100013625,FW,9,6
20,0.256274938583374,0.0006121875746924951,0.0012779612888403032,FW,9,6
21,0.27242398262023926,0.0005832217685951752,0.00106564694133714,FW,9,6
22,0.2879648208618164,0.0005620765078499929,0.0010609947009492695,FW,9,6
23,0.30451202392578125,0.0005505524649679415,0.0010178550216573183,FW,9,6
24,0.3198719024658203,0.0005383380753450238,0.0009079059567394566,FW,9,6
25,0.337460994720459,0.0005229681461024635,0.0008405317403244032,FW,9,6
26,0.35996174812316895,0.0005112773188546331,0.000877711406310433,FW,9,6
27,0.37960195541381836,0.0004971095348042947,0.0007096447812250907,FW,9,6
28,0.398453950881958,0.0004907741758047358,0.0006277809434340697,FW,9,6
29,0.4173891544342041,0.00048346990831733556,0.0005322665374898756,FW,9,6
30,0.43788909912109375,0.000480850337071109,0.0005836031609023422,FW,9,6
31,0.45862889289855957,0.000474664530243677,0.0005484412141271863,FW,9,6
32,0.47855377197265625,0.00047074924168049345,0.0005405350963697996,FW,9,6
33,0.50040602684021,0.0004674721954597424,0.00045141636600254365,FW,9,6
34,0.522087812423706,0.00046375802759671516,0.0004673299606173247,FW,9,6
35,0.5455348491668701,0.00045889591669890495,0.00039941934656003537,FW,9,6
36,0.5666689872741699,0.00045675247154429997,0.00040436038828309885,FW,9,6
37,0.5862360000610352,0.0004540128495778308,0.00032993099480536713,FW,9,6
38,0.6073920726776123,0.0004518711417363509,0.0002628931531145692,FW,9,6
39,0.6292858123779297,0.00045118243030214657,0.00031701021598872127,FW,9,6
40,0.6519789695739746,0.0004493660666358726,0.00034213765922584346,FW,9,6
41,0.6738488674163818,0.0004467674846330857,0.00023820193486140918,FW,9,6
42,0.6980679035186768,0.00044566242972328966,0.00020609841376354276,FW,9,6
43,0.7214858531951904,0.000444991538302944,0.00025089610598964823,FW,9,6
44,0.7446639537811279,0.0004443932204124378,0.00020455860115239642,FW,9,6
45,0.7689149379730225,0.00044376443178346725,0.00022823107966966108,FW,9,6
46,0.7927079200744629,0.00044279800511571026,0.00023705445509881817,FW,9,6
47,0.8159098625183105,0.0004416004350661654,0.0002544095953514048,FW,9,6
48,0.8376777172088623,0.0004410861648725246,0.000254293238803672,FW,9,6
49,0.8598940372467041,0.0004405274394470237,0.00019675718590343199,FW,9,6
50,0.8840677738189697,0.0004400133667748804,0.00023865661635322853,FW,9,6
51,0.9091768264770508,0.00043883230506202154,0.00027277262170314514,FW,9,6
52,0.9329378604888916,0.0004379274715399516,0.00030160692695917473,FW,9,6
53,0.9558699131011963,0.000436219397573813,0.00020328103630321904,FW,9,6
54,0.9790070056915283,0.000435613673213079,0.00018078130398404324,FW,9,6
55,1.0031590461730957,0.00043532348518550017,0.0002347336709114895,FW,9,6
56,1.0279109477996826,0.0004342409382940069,0.0002743572179964132,FW,9,6
57,1.0488708019256592,0.00043316943947017375,0.0001898649930293562,FW,9,6
58,1.07035493850708,0.00043275102752141114,0.000198829965876042,FW,9,6
59,1.0894229412078857,0.0004321222672639816,0.00022366291966901844,FW,9,6
60,1.1095988750457764,0.0004312181396247217,0.00020301280298605991,FW,9,6
61,1.1298789978027344,0.00043060384964073537,0.00025018455620605596,FW,9,6
62,1.1539478302001953,0.00042929455262115537,0.0001448636380994288,FW,9,6
63,1.1799449920654297,0.0004289476992371056,0.00016781003278895,FW,9,6
64,1.2050681114196777,0.0004283973637185675,0.00015712545422327895,FW,9,6
65,1.2316360473632812,0.000427916284883689,0.00016238082539994303,FW,9,6
66,1.257490873336792,0.000427420996417754,0.00012526072902857585,FW,9,6
67,1.2836079597473145,0.00042729264012097203,0.00015463035038397135,FW,9,6
68,1.309828758239746,0.0004268659745382763,0.0001430050850414293,FW,9,6
69,1.3353610038757324,0.0004265386480626366,0.00016462229206298736,FW,9,6
70,1.3608660697937012,0.00042601964267759325,0.00015464684877125872,FW,9,6
71,1.3866569995880127,0.0004255649855803981,0.00015949735801787252,FW,9,6
72,1.4117341041564941,0.00042509793973571425,0.0001244752481232189,FW,9,6
73,1.4479899406433105,0.0004249770790044009,0.00015217603121014733,FW,9,6
74,1.487107753753662,0.00042457486218941344,0.00014125018424133483,FW,9,6
75,1.5199379920959473,0.00042426597197743165,0.00016161662005027402,FW,9,6
76,1.5474708080291748,0.00042377650797176817,0.0001522987367961469,FW,9,6
77,1.572822093963623,0.00042334687022893065,0.00015677911274451664,FW,9,6
78,1.5994560718536377,0.00042290644947185694,0.0001237368519124803,FW,9,6
79,1.6263737678527832,0.0004225947113842164,0.00013600242320845163,FW,9,6
80,1.6515469551086426,0.000422353370423081,0.00012635149645226414,FW,9,6
81,1.6768467426300049,0.00042219376601393535,0.0001460504587242841,FW,9,6
82,1.7019448280334473,0.0004218592281923068,0.00013860310558558235,FW,9,6
83,1.7284018993377686,0.0004215682619690264,0.0001434395362185601,FW,9,6
84,1.7539420127868652,0.0004212574527791952,0.00018413215854274297,FW,9,6
85,1.776230812072754,0.0004209183723260295,0.00015479273343793417,FW,9,6
86,1.7969388961791992,0.00042049034827496706,0.00014422537042763908,FW,9,6
87,1.8158609867095947,0.00042015338332643276,0.00016269225217478505,FW,9,6
88,1.8348009586334229,0.0004196525091027793,0.00015463630643096504,FW,9,6
89,1.8540370464324951,0.0004192027457964201,0.0001587590609324139,FW,9,6
90,1.873718023300171,0.0004187383003826892,0.00010785485300798905,FW,9,6
91,1.8959288597106934,0.00041853398221793493,0.00012046326585471662,FW,9,6
92,1.918503999710083,0.0004182461392308935,0.00011567191918249102,FW,9,6
93,1.9400699138641357,0.0004179812072020219,0.00012020765237939731,FW,9,6
94,1.9621169567108154,0.00041769434185683877,0.00010110964310811679,FW,9,6
95,1.9842109680175781,0.00041752627770647564,9.193410950516708e-05,FW,9,6
0,0.0,0.01612873173888533,0.012569828094129121,AFW,9,6
1,0.0032958984375,0.016108891683056233,0.012679137795894965,AFW,9,6
2,0.009439945220947266,0.010104758378029727,0.021648074363908677,AFW,9,6
3,0.015458106994628906,0.007299602413954989,0.021914289590526635,AFW,9,6
4,0.021687030792236328,0.00603224619030724,0.021812762807974454,AFW,9,6
5,0.02762603759765625,0.0041231037119387305,0.01537216600108191,AFW,9,6
6,0.033512115478515625,0.0020695383289275585,0.007471751678961415,AFW,9,6
7,0.04097914695739746,0.0016465883226883412,0.004930654991589437,AFW,9,6
8,0.046838998794555664,0.001462366709228946,0.0032863914317571197,AFW,9,6
9,0.05287504196166992,0.0013589595653128192,0.0023205308480392,AFW,9,6
10,0.0602269172668457,0.0012949477814855298,0.0013316687773833615,AFW,9,6
11,0.06292080879211426,0.0012846411548056197,0.0012916989184492942,AFW,9,6
12,0.06559205055236816,0.0012795458712833703,0.0012712436988648714,AFW,9,6
13,0.0682668685913086,0.001272666818409133,0.0012413061207685592,AFW,9,6
14,0.07144308090209961,0.0012726272977379763,0.00124131426237912,AFW,9,6
15,0.07411813735961914,0.0012675915506010248,0.0012165949865608832,AFW,9,6
16,0.08206796646118164,0.0012376098141189576,0.0008279853210489459,AFW,9,6
17,0.08478903770446777,0.0012347477934182118,0.000813857425688421,AFW,9,6
18,0.08779311180114746,0.001231779786882315,0.0007989711167570638,AFW,9,6
19,0.09066200256347656,0.001230034454106387,0.0007876916367716731,AFW,9,6
20,0.09333181381225586,0.001225640928425125,0.0007844211976174155,AFW,9,6
21,0.10240983963012695,0.001217177073081732,0.0006571271741494313,AFW,9,6
22,0.10582804679870605,0.0012147816543015206,0.0006578210708345797,AFW,9,6
23,0.10838699340820312,0.001212467636533376,0.0009530594745247131,AFW,9,6
24,0.11505413055419922,0.0011052016741669311,0.001518546463751067,AFW,9,6
25,0.11761713027954102,0.0010970667300064557,0.0015025541458094536,AFW,9,6
26,0.12068915367126465,0.0009898319377913698,0.0012906078412222484,AFW,9,6
27,0.1236720085144043,0.0008900991688996224,0.0015206325697271555,AFW,9,6
28,0.1262209415435791,0.0008154509585965168,0.00174851898382403,AFW,9,6
29,0.12876319885253906,0.0007748973412814212,0.0017715879936273634,AFW,9,6
30,0.1313169002532959,0.0007620035677860936,0.0019253250613924684,AFW,9,6
31,0.13386797904968262,0.0007258542115572821,0.0019964094875461157,AFW,9,6
32,0.13738322257995605,0.0007179519324043792,0.0019624577166311853,AFW,9,6
33,0.14319396018981934,0.0006825813037637441,0.0016450010553985628,AFW,9,6
34,0.1499800682067871,0.0006303449775639865,0.0016890696211086353,AFW,9,6
35,0.15296411514282227,0.0005292032608180171,0.001488177189655513,AFW,9,6
36,0.15618610382080078,0.0005227425624404292,0.001459525322127308,AFW,9,6
37,0.16075992584228516,0.000432266143597794,0.0010903006563860703,AFW,9,6
38,0.17160320281982422,0.00041627369058559955,0.0009078841265714279,AFW,9,6
39,0.18375110626220703,0.0003991297622950878,0.0004547962370049744,AFW,9,6
40,0.19424724578857422,0.0003969704951232131,0.00037234677256789894,AFW,9,6
41,0.204664945602417,0.0003905140964659735,0.00027754283479883356,AFW,9,6
42,0.2233269214630127,0.0003894788831678362,0.0002737268155766713,AFW,9,6
43,0.2446591854095459,0.0003885162901358098,0.00028294056353723107,AFW,9,6
44,0.2665829658508301,0.0003873515975611568,0.0002104033019432798,AFW,9,6
45,0.2903861999511719,0.00038661721528774636,0.0001090440227190705,AFW,9,6
46,0.3171849250793457,0.00038640493957733626,0.00010253900285087754,AFW,9,6
47,0.34317612648010254,0.00038623754663711323,0.0001243177466255179,AFW,9,6
48,0.3675692081451416,0.00038611241703643043,7.984733518590537e-05,AFW,9,6
0,0.0,0.01612873173888533,0.012569828094129121,PFW,9,6
1,0.0037970542907714844,0.01608973923494913,0.01283266341296218,PFW,9,6
2,0.007910013198852539,0.015377899856151872,0.013357087661237815,PFW,9,6
3,0.012159109115600586,0.014328253017763195,0.016836991989087172,PFW,9,6
4,0.016128063201904297,0.013736220596111364,0.018036529013574366,PFW,9,6
5,0.020060062408447266,0.01316140226892474,0.018977756541507174,PFW,9,6
6,0.024890899658203125,0.013150741260337988,0.018993171982010202,PFW,9,6
7,0.029139995574951172,0.013032912096557459,0.018807186196027958,PFW,9,6
8,0.03339099884033203,0.012414247562553066,0.019379966297676066,PFW,9,6
9,0.0377957820892334,0.010853789068045221,0.016337746711201064,PFW,9,6
10,0.042192935943603516,0.009661546375940334,0.015248444499683978,PFW,9,6
11,0.046386003494262695,0.00916693186682912,0.01445012261298436,PFW,9,6
12,0.05048990249633789,0.00793402786688707,0.01135808272369434,PFW,9,6
13,0.055544137954711914,0.006549846221709118,0.0052427535292053126,PFW,9,6
14,0.059945106506347656,0.005967384756375545,0.003070941911490097,PFW,9,6
15,0.06437397003173828,0.005620351752522604,0.005918735492979521,PFW,9,6
16,0.06861186027526855,0.005236496817235753,0.006344787087970625,PFW,9,6
17,0.07293200492858887,0.004554341969217768,0.007913623545843813,PFW,9,6
18,0.08008098602294922,0.004103695781126057,0.007792459088224833,PFW,9,6
19,0.08421611785888672,0.003080594012767443,0.0034856442913059615,PFW,9,6
20,0.08851099014282227,0.0022569434964142122,0.003880332924908167,PFW,9,6
21,0.09283590316772461,0.001659149090528899,0.002611745924436509,PFW,9,6
22,0.09729218482971191,0.0012941258077891792,0.003515434975805026,PFW,9,6
23,0.10640382766723633,0.0010684847322325196,0.002012020039718686,PFW,9,6
24,0.11065101623535156,0.0008041370925528112,0.0031753331695485096,PFW,9,6
25,0.11624503135681152,0.0007030440435041768,0.002677954277399276,PFW,9,6
26,0.1241769790649414,0.0005367294790881817,0.0018892289117533184,PFW,9,6
27,0.13129878044128418,0.0004766759022923093,0.0014221299152052161,PFW,9,6
28,0.14026808738708496,0.00044473751776244144,0.0011247363975337935,PFW,9,6
29,0.15057897567749023,0.0004179797804428345,0.0009086433382689987,PFW,9,6
30,0.16101408004760742,0.0004054069436884596,0.0006538874828179811,PFW,9,6
31,0.17304706573486328,0.00039825737580966643,0.0005228143497993105,PFW,9,6
32,0.1869661808013916,0.0003923834964181971,0.0004106935239662046,PFW,9,6
33,0.20123600959777832,0.00038981008677307666,0.00029205755685714994,PFW,9,6
34,0.21608495712280273,0.0003886786530710693,0.00024076402280466443,PFW,9,6
35,0.23145294189453125,0.0003874867074747124,0.00021023743375709345,PFW,9,6
36,0.24740314483642578,0.00038669590095471626,0.00013196518170116654,PFW,9,6
37,0.26500415802001953,0.0003864008392996744,0.0001187936440376926,PFW,9,6
38,0.28464698791503906,0.0003861704190254202,8.870131849988196e-05,PFW,9,6
0,0.0,0.01612873173888533,0.012569828094129121,BPFW,9,6
1,0.004408836364746094,0.01608973923494913,0.01283266341296218,BPFW,9,6
2,0.008419990539550781,0.015377899856151872,0.013357087661237815,BPFW,9,6
3,0.012579202651977539,0.014328253017763195,0.016836991989087172,BPFW,9,6
4,0.016762971878051758,0.013736220596111364,0.018036529013574366,BPFW,9,6
5,0.02079010009765625,0.01316140226892474,0.018977756541507174,BPFW,9,6
6,0.025568008422851562,0.013150741260337988,0.018993171982010202,BPFW,9,6
7,0.030166149139404297,0.013032912096557459,0.018807186196027958,BPFW,9,6
8,0.03432822227478027,0.012414247562553066,0.019379966297676066,BPFW,9,6
9,0.03918814659118652,0.010853789068045221,0.016337746711201064,BPFW,9,6
10,0.04340219497680664,0.009661546375940334,0.015248444499683978,BPFW,9,6
11,0.04767012596130371,0.00916693186682912,0.01445012261298436,BPFW,9,6
12,0.05178999900817871,0.00793402786688707,0.01135808272369434,BPFW,9,6
13,0.056329965591430664,0.006549846221709118,0.0052427535292053126,BPFW,9,6
14,0.06047224998474121,0.005967384756375545,0.003070941911490097,BPFW,9,6
15,0.06441497802734375,0.005620351752522604,0.005918735492979521,BPFW,9,6
16,0.06831002235412598,0.005236496817235753,0.006344787087970625,BPFW,9,6
17,0.07213497161865234,0.004554341969217768,0.007913623545843813,BPFW,9,6
18,0.07901287078857422,0.004103695781126057,0.007792459088224833,BPFW,9,6
19,0.08284711837768555,0.003080594012767443,0.0034856442913059615,BPFW,9,6
20,0.08664608001708984,0.0022569434964142122,0.003880332924908167,BPFW,9,6
21,0.09058594703674316,0.001659149090528899,0.002611745924436509,BPFW,9,6
22,0.0945429801940918,0.0012941258077891792,0.003515434975805026,BPFW,9,6
23,0.10340404510498047,0.0010684847322325196,0.002012020039718686,BPFW,9,6
24,0.10757994651794434,0.0008041370925528112,0.0031753331695485096,BPFW,9,6
25,0.11330604553222656,0.0007030440435041768,0.002677954277399276,BPFW,9,6
26,0.12045025825500488,0.0005367294790881817,0.0018892289117533184,BPFW,9,6
27,0.12790608406066895,0.0004766759022923093,0.0014221299152052161,BPFW,9,6
28,0.13660407066345215,0.00044473751776244144,0.0011247363975337935,BPFW,9,6
29,0.14757204055786133,0.0004179797804428345,0.0009086433382689987,BPFW,9,6
30,0.15778803825378418,0.0004054069436884596,0.0006538874828179811,BPFW,9,6
31,0.16930484771728516,0.00039825737580966643,0.0005228143497993105,BPFW,9,6
32,0.18317699432373047,0.0003923834964181971,0.0004106935239662046,BPFW,9,6
33,0.19682908058166504,0.00038981008677307666,0.00029205755685714994,BPFW,9,6
34,0.2117619514465332,0.0003886786530710693,0.00024076402280466443,BPFW,9,6
35,0.22851109504699707,0.0003874867074747124,0.00021023743375709345,BPFW,9,6
36,0.24544596672058105,0.00038669590095471626,0.00013196518170116654,BPFW,9,6
37,0.26305103302001953,0.0003864008392996744,0.0001187936440376926,BPFW,9,6
38,0.28182101249694824,0.0003861704190254202,8.870131849988196e-05,BPFW,9,6
0,0.0,0.015367856220639988,0.00989283082879774,FW,10,6
1,0.007050991058349609,0.01020863177379834,0.021217016383826608,FW,10,6
2,0.014041900634765625,0.007418843414280512,0.022848252921214587,FW,10,6
3,0.020926952362060547,0.006060791588466634,0.021978447181960944,FW,10,6
4,0.02948307991027832,0.0025659896931511895,0.009277434721460018,FW,10,6
5,0.039183855056762695,0.00167290986925031,0.00555208591757017,FW,10,6
6,0.050721168518066406,0.0013097890369898522,0.0020059896735476874,FW,10,6
7,0.0667719841003418,0.0012652925760829007,0.001821664004982138,FW,10,6
8,0.08332610130310059,0.0012307344015740195,0.0008378238943455973,FW,10,6
9,0.1024010181427002,0.00122441382926761,0.000568236360368571,FW,10,6
10,0.12288904190063477,0.0012216708241972283,0.0004920658870486771,FW,10,6
11,0.14367318153381348,0.001220496180745855,0.00029004339212696846,FW,10,6
12,0.16712617874145508,0.0012197242510985575,0.0002995460656061872,FW,10,6
13,0.19068598747253418,0.0012188736455523035,0.00031137606428288645,FW,10,6
14,0.20198607444763184,0.0011716324007743006,0.0017377501105677112,FW,10,6
15,0.2181379795074463,0.0011520236482156399,0.0022340602580906976,FW,10,6
16,0.2323310375213623,0.0010812101165803593,0.001787137120996804,FW,10,6
17,0.24687695503234863,0.001023494790885356,0.0018814562402905185,FW,10,6
18,0.26072001457214355,0.0009934040038505714,0.0014309390428002818,FW,10,6
19,0.27108001708984375,0.000878696847753647,0.0014645263190673514,FW,10,6
20,0.28643298149108887,0.0008456972270026582,0.0016714891407023872,FW,10,6
21,0.3000681400299072,0.0008216694078192011,0.001778979761866273,FW,10,6
22,0.3131721019744873,0.0007671756286625649,0.0017700170026154008,FW,10,6
23,0.3268749713897705,0.0006719008126689519,0.0014786313453165286,FW,10,6
24,0.3401679992675781,0.000650222604223461,0.0012455819658505176,FW,10,6
25,0.35529303550720215,0.0006239180329827827,0.0011375087017094704,FW,10,6
26,0.37017822265625,0.0005967502006045454,0.001092331733047558,FW,10,6
27,0.3853020668029785,0.0005842976012504419,0.001060196329669198,FW,10,6
28,0.40005993843078613,0.0005729762738671176,0.001112229558743977,FW,10,6
29,0.4151771068572998,0.000549408529304934,0.0008406312056393225,FW,10,6
30,0.43192005157470703,0.0005386951748426326,0.000946871147173714,FW,10,6
31,0.4500129222869873,0.0005196078956649673,0.0008059304698784133,FW,10,6
32,0.4673328399658203,0.0005065633359565924,0.0007043756967317655,FW,10,6
33,0.48604798316955566,0.0004958391954185492,0.0005155359913259027,FW,10,6
34,0.5052230358123779,0.0004933241941104424,0.0004568505907063946,FW,10,6
35,0.5256619453430176,0.0004888874659272224,0.0004892460813921865,FW,10,6
36,0.5465831756591797,0.0004839815448519557,0.000485904354036255,FW,10,6
37,0.566864013671875,0.0004790817267015097,0.0003637692070299116,FW,10,6
38,0.587989091873169,0.0004763287437675243,0.00036494766705496423,FW,10,6
39,0.6072170734405518,0.0004745704425062017,0.00027590730624670024,FW,10,6
40,0.6275441646575928,0.0004733818753968952,0.00029994669334975716,FW,10,6
41,0.6452932357788086,0.000471853785475606,0.0003558120382157222,FW,10,6
42,0.6614861488342285,0.0004692279232413728,0.0003240383206896939,FW,10,6
43,0.6771600246429443,0.00046723943702724153,0.00037313414140936773,FW,10,6
44,0.6920170783996582,0.0004658868988526746,0.00023265158623837065,FW,10,6
45,0.7107851505279541,0.0004647413418674214,0.00028270119134651947,FW,10,6
46,0.7275619506835938,0.00046343389152307576,0.0003052768222563694,FW,10,6
47,0.7424242496490479,0.000461802101070462,0.0003510074564896139,FW,10,6
48,0.7574710845947266,0.00045926865801751855,0.0003222687505372796,FW,10,6
49,0.771367073059082,0.0004573112108282357,0.0002625089432435855,FW,10,6
50,0.785764217376709,0.000456398059985393,0.00024319825532787364,FW,10,6
51,0.801192045211792,0.00045522144002191285,0.00024717694802759327,FW,10,6
52,0.8157021999359131,0.00045466822336069683,0.0002694331416553305,FW,10,6
53,0.8301780223846436,0.00045378541959247893,0.0003128765951033486,FW,10,6
54,0.845081090927124,0.00045204732363997215,0.0002890494937602607,FW,10,6
55,0.8600780963897705,0.0004507883716595493,0.00028616872713452273,FW,10,6
56,0.8757209777832031,0.00044963040217381326,0.00031224256325334377,FW,10,6
57,0.8901770114898682,0.0004476882460753297,0.0002449709410994626,FW,10,6
58,0.9054670333862305,0.0004471977577232049,0.0002645252907769921,FW,10,6
59,0.920320987701416,0.0004464184098483942,0.000303224628399227,FW,10,6
60,0.9354021549224854,0.0004448773425612162,0.0002820757528556223,FW,10,6
61,0.9499819278717041,0.0004437615383714043,0.0002794308172079898,FW,10,6
62,0.9643509387969971,0.00044273695587040236,0.0003031671720571582,FW,10,6
63,0.9788620471954346,0.0004410051952981601,0.0002430164656406936,FW,10,6
64,0.9942879676818848,0.00043974673271027665,0.00023193253016678904,FW,10,6
65,1.0096919536590576,0.00043869849291122557,0.00024101501322167614,FW,10,6
66,1.0254731178283691,0.00043754162371565015,0.0001964077777920858,FW,10,6
67,1.0414128303527832,0.0004370206661411055,0.00016663060621211964,FW,10,6
68,1.057610034942627,0.0004364863667228534,0.00015906213149154548,FW,10,6
69,1.0740361213684082,0.0004359905513227675,0.00019390315508729244,FW,10,6
70,1.0898921489715576,0.00043543343681425137,0.0001897041423490867,FW,10,6
71,1.1046040058135986,0.0004349945475862957,0.00020096839104740815,FW,10,6
72,1.1202492713928223,0.0004344166859069656,0.00017586211835081856,FW,10,6
73,1.1365718841552734,0.00043378926590700384,0.0002019425955597737,FW,10,6
74,1.1523120403289795,0.0004331904348829994,0.00022452379438954155,FW,10,6
75,1.1678731441497803,0.00043220248876811606,0.00017448833539898147,FW,10,6
76,1.1833140850067139,0.00043193168640186117,0.00017020556452005466,FW,10,6
77,1.1996948719024658,0.0004313480394496458,0.00018181555754686837,FW,10,6
78,1.2153501510620117,0.000431045698597767,0.00022138517791140864,FW,10,6
79,1.2333769798278809,0.0004301716612010772,0.0001806745191563383,FW,10,6
80,1.249230146408081,0.0004298790278462908,0.0002033837188533099,FW,10,6
81,1.2659311294555664,0.0004292017303949473,0.00020010331059416495,FW,10,6
82,1.2816340923309326,0.00042861735121289655,0.00021250301003514175,FW,10,6
83,1.297471046447754,0.00042780027421584013,0.00017998152337575168,FW,10,6
84,1.3133130073547363,0.0004275228656767368,0.0002163912913114665,FW,10,6
85,1.3292980194091797,0.00042671944293337535,0.00017894153702447942,FW,10,6
86,1.345142126083374,0.0004264508392978856,0.00019993908531528383,FW,10,6
87,1.3608698844909668,0.0004258269603829442,0.00019680111165234465,FW,10,6
88,1.376720905303955,0.00042529016574893394,0.00020838299397599918,FW,10,6
89,1.3925549983978271,0.0004245369580204104,0.00017830251641352615,FW,10,6
90,1.4081740379333496,0.0004242823790228455,0.00021180371014545694,FW,10,6
91,1.42399001121521,0.00042354383092289144,0.00017735402410275536,FW,10,6
92,1.4395971298217773,0.00042329724552702893,0.00019676028465837568,FW,10,6
93,1.455143928527832,0.0004227226422542253,0.00019377193889116105,FW,10,6
94,1.4707610607147217,0.00042222950740506,0.0002045743500627357,FW,10,6
95,1.4865219593048096,0.0004215353049769953,0.00017676491148330923,FW,10,6
96,1.5031640529632568,0.0004208947036668681,0.00018783820457030906,FW,10,6
97,1.5188560485839844,0.00042049932079251117,0.00015690889771432305,FW,10,6
98,1.5355651378631592,0.00042005394090331445,0.00015706671793584497,FW,10,6
99,1.5526180267333984,0.00041958539657383577,0.0001350696499491007,FW,10,6
100,1.5694019794464111,0.00041935340120568274,0.00015030451404794449,FW,10,6
101,1.5861570835113525,0.00041897729130386895,0.00016962580194466764,FW,10,6
102,1.603222131729126,0.0004183801140610236,0.00011001024204875335,FW,10,6
103,1.6212749481201172,0.00041816266615326734,0.0001240380188368469,FW,10,6
104,1.639256238937378,0.000417849463649788,0.0001285939232634148,FW,10,6
105,1.6563680171966553,0.000417665816782365,0.00010726349097369645,FW,10,6
106,1.6742069721221924,0.0004174654812257369,0.00010857890165443089,FW,10,6
