iteration,cpu_time,of_value,duality_gap,Variant,SSC,seed,max_clique
17,14.212769031524658,0.0183648639282645,0.0386268878986837,AFW,False,0,6
18,16.10041904449463,0.0077755579641622,0.0087511102415347,AFW,False,0,6
19,16.947662115097046,0.0077387982141278,0.0090470295774098,AFW,False,0,6
20,17.78652596473694,0.0076270935876495,0.0100104879334038,AFW,False,0,6
21,18.623915910720825,0.0075070853702878,0.010929663100356,AFW,False,0,6
22,19.473083972930908,0.0073820339238582,0.0121185506434842,AFW,False,0,6
23,20.301027059555054,0.0072841178854039,0.013130124988172,AFW,False,0,6
24,21.138145923614506,0.0071660492988718,0.0144037271500035,AFW,False,0,6
25,21.967237949371334,0.0070328279861795,0.0146171799121919,AFW,False,0,6
26,22.80756402015686,0.0069107505665944,0.0161482996647235,AFW,False,0,6
27,23.63770794868469,0.0045683558576587,0.0099164259269534,AFW,False,0,6
28,24.490814924240112,0.0044468274947096,0.0099907996185988,AFW,False,0,6
29,25.32149887084961,0.0042791772858982,0.0101313730643142,AFW,False,0,6
30,26.150840044021606,0.0041829381219823,0.0100406142894271,AFW,False,0,6
31,26.98235011100769,0.0041265741096774,0.0099832055456578,AFW,False,0,6
32,27.82851195335388,0.0040232387043082,0.0100124904406425,AFW,False,0,6
33,28.665343046188354,0.0039284915918408,0.0099359935518284,AFW,False,0,6
34,29.50220990180969,0.0038681572191299,0.0099876350548666,AFW,False,0,6
35,30.34148979187012,0.0038354256357508,0.0100103046925154,AFW,False,0,6
36,31.19456195831299,0.0037339437151682,0.0099435671900755,AFW,False,0,6
37,32.03160095214844,0.003655731654848,0.0100519108661176,AFW,False,0,6
38,32.86734485626221,0.002801040579043,0.0062260600492281,AFW,False,0,6
39,33.69905495643616,0.0027725390852718,0.0065131662751753,AFW,False,0,6
40,34.5325140953064,0.0027102402909131,0.0071331821371776,AFW,False,0,6
41,35.36482095718384,0.0026557076305884,0.0078112890138765,AFW,False,0,6
42,36.2088577747345,0.0020756682719892,0.0059169865874762,AFW,False,0,6
43,37.033421993255615,0.0019896647317182,0.0062759077480142,AFW,False,0,6
44,37.85745406150818,0.0019658354413478,0.0064049965147639,AFW,False,0,6
45,38.70351004600525,0.001929142259548,0.0065957115143563,AFW,False,0,6
46,39.53989815711975,0.0014857288545446,0.0038839149863597,AFW,False,0,6
47,40.36035299301148,0.0014789672579762,0.0038719611042719,AFW,False,0,6
48,41.19856882095337,0.0014633877260725,0.0039022979625121,AFW,False,0,6
49,42.02999973297119,0.0014555402889939,0.003890821231685,AFW,False,0,6
50,42.867104053497314,0.0012920821751172,0.0017156566030414,AFW,False,0,6
51,43.71012878417969,0.001279660184427,0.0016792626672186,AFW,False,0,6
52,44.53497290611267,0.0012781445373095,0.0016799448180205,AFW,False,0,6
53,45.37618398666382,0.0012691440697419,0.0016872285869031,AFW,False,0,6
54,46.20767307281494,0.0012630267873558,0.0016918765644978,AFW,False,0,6
55,47.03519892692566,0.0012605262384671,0.0016834237734165,AFW,False,0,6
56,47.87175917625427,0.001229790261233,0.0005280279126167,AFW,False,0,6
57,48.69597291946411,0.0012224178268038,0.0009801605486527,AFW,False,0,6
58,49.55661487579346,0.0012179916463766,0.0019191561354688,AFW,False,0,6
59,50.41574501991272,0.0011779122972206,0.0019328192129898,AFW,False,0,6
60,51.23841094970703,0.0011657712286464,0.0025557334726957,AFW,False,0,6
61,52.071876764297485,0.0011585177785142,0.0029652566064649,AFW,False,0,6
62,52.89810991287232,0.0010632294545664,0.0026889593165115,AFW,False,0,6
63,53.73485374450684,0.0010427730114719,0.0030670751785958,AFW,False,0,6
64,54.58461689949036,0.0010325264907877,0.0032517962624701,AFW,False,0,6
65,55.42308712005615,0.0010162849977667,0.0036459466603641,AFW,False,0,6
66,56.26090693473816,0.0010064134409292,0.0038971886589655,AFW,False,0,6
67,57.108561992645264,0.0008429755561232,0.0032061826674591,AFW,False,0,6
68,57.93177008628845,0.0007359248842179,0.0027748304447802,AFW,False,0,6
69,58.792263984680176,0.0006505916421525,0.0023503849253734,AFW,False,0,6
70,59.62811279296875,0.0005864406695493,0.0020497205303323,AFW,False,0,6
71,60.47369599342346,0.0005364278785375,0.0017424111240146,AFW,False,0,6
72,61.32672691345215,0.0005339530056681,0.0017313174230928,AFW,False,0,6
73,62.15507102012634,0.0004977097662904,0.0015068245437366,AFW,False,0,6
74,62.99209499359131,0.0004912592874854,0.0014766207820979,AFW,False,0,6
75,63.81646680831909,0.000464522241704,0.0013587650724005,AFW,False,0,6
76,64.64510583877563,0.0004417556449348,0.0010469560375361,AFW,False,0,6
77,65.47630095481873,0.0004280494589253,0.000992897593964,AFW,False,0,6
78,66.31383991241455,0.0004156892148934,0.0007405276989217,AFW,False,0,6
79,67.14928197860718,0.000408751064448,0.0007171886605996,AFW,False,0,6
80,67.98271584510803,0.0004022350288874,0.0005232883284493,AFW,False,0,6
81,68.81549000740051,0.0003973412062937,0.0004701266629022,AFW,False,0,6
82,69.66949605941772,0.0003945196828472,0.0004586172704745,AFW,False,0,6
83,70.51260495185852,0.0003918330165832,0.0003326752003313,AFW,False,0,6
84,71.36003398895264,0.0003904147202275,0.0003233558035278,AFW,False,0,6
85,72.20341086387634,0.0003890742607556,0.0002352503744803,AFW,False,0,6
86,73.04908490180969,0.0003882699026812,0.0002160295572671,AFW,False,0,6
87,73.8796169757843,0.0003876700553546,0.0002062796297576,AFW,False,0,6
88,74.70732688903809,0.0003871229769819,0.0001525217995835,AFW,False,0,6
89,75.55062890052795,0.0003868235375358,0.0001435884410402,AFW,False,0,6
90,76.39794611930847,0.0003865580894312,0.0001074941036859,AFW,False,0,6
91,77.25523614883423,0.0003864092095959,9.968194461681836e-05,AFW,False,0,6
0,0.0,0.0331597389528569,0.0052245829101699,PFW,True,0,6
1,20.16651606559753,0.0141750384660312,0.0121682926859852,PFW,True,0,6
2,23.51776003837585,0.0092440351803557,0.0106081521870204,PFW,True,0,6
3,27.94756507873535,0.0057838210321496,0.0097219558214186,PFW,True,0,6
4,31.708847999572757,0.0038618031269203,0.0108384527967128,PFW,True,0,6
5,33.8064398765564,0.0025941609836106,0.0023996680961097,PFW,True,0,6
6,37.175415992736816,0.0015840698664851,0.0053965101689134,PFW,True,0,6
7,39.03491997718811,0.001218190241679,0.0025053848565262,PFW,True,0,6
8,40.69992184638977,0.0009984767493956,0.0020828116978007,PFW,True,0,6
9,42.35748291015625,0.0005589990839394,0.0018543415425333,PFW,True,0,6
10,44.029309034347534,0.0004704406987133,0.001180284378455,PFW,True,0,6
11,45.69573092460632,0.0004263864521206,0.0009036038328099,PFW,True,0,6
12,47.37303900718689,0.0003910858763819,0.0003888250616688,PFW,True,0,6
13,49.02775096893311,0.0003880094140614,0.0001636276448599,PFW,True,0,6
14,50.6896550655365,0.000386868074868,0.0001300807483444,PFW,True,0,6
15,52.37306094169617,0.0003859918553408,6.252678167134704e-05,PFW,True,0,6
0,0.0,0.0331597389528569,0.0052245829101699,PFW,False,0,6
1,0.8469159603118896,0.0331265883814291,0.0057144997987117,PFW,False,0,6
2,1.688826084136963,0.0331178934511867,0.0059048706520226,PFW,False,0,6
3,2.522601842880249,0.033100595432413,0.0063065499968835,PFW,False,0,6
4,3.3463830947875977,0.0330991931687823,0.0063381209099096,PFW,False,0,6
5,4.189006090164185,0.0330288682858371,0.0077932772152674,PFW,False,0,6
6,5.027989864349365,0.0329747953522038,0.00881877405305,PFW,False,0,6
7,5.868932008743286,0.0328876212799304,0.0101191925297427,PFW,False,0,6
8,6.7241950035095215,0.0327726356063914,0.0119716012604616,PFW,False,0,6
9,7.565767049789429,0.0326674197308074,0.0135544693207835,PFW,False,0,6
10,8.404381036758423,0.0326480169407824,0.0137750992569296,PFW,False,0,6
11,9.233713150024414,0.0326126821816902,0.0142770381269001,PFW,False,0,6
12,10.057372093200684,0.0322282518693116,0.0184248008841923,PFW,False,0,6
13,10.878423929214478,0.0319288672637746,0.021078848075926,PFW,False,0,6
14,11.71694803237915,0.0316462019154091,0.0232140209900203,PFW,False,0,6
15,12.571316003799438,0.0314273992879383,0.0246926547499578,PFW,False,0,6
16,13.401679039001465,0.0304620024641871,0.0290987011684401,PFW,False,0,6
17,14.2458758354187,0.0300257521320328,0.0307919123986869,PFW,False,0,6
18,15.084666967391968,0.0289896014807843,0.0334264958888378,PFW,False,0,6
19,15.927551031112673,0.0280905404276576,0.0349700113545307,PFW,False,0,6
20,16.75956702232361,0.0269817712907449,0.0360669699652633,PFW,False,0,6
21,17.587146043777466,0.0257027284246574,0.0364174291251532,PFW,False,0,6
22,18.4188871383667,0.0249197340081007,0.0361363844917431,PFW,False,0,6
23,19.24762487411499,0.0237691871779177,0.0355488934559265,PFW,False,0,6
24,20.07450795173645,0.0223163172837179,0.034110752223376,PFW,False,0,6
25,20.91873812675476,0.0215800700647517,0.0330206619434827,PFW,False,0,6
26,21.74580812454224,0.019869719013766,0.0299890129262796,PFW,False,0,6
27,22.579620122909542,0.0184221546937151,0.0267077502548897,PFW,False,0,6
28,23.41948199272156,0.0177585858347778,0.0248363408268551,PFW,False,0,6
29,24.253299951553345,0.0171185253172424,0.0229280189299833,PFW,False,0,6
30,25.10222601890564,0.0157545835837459,0.0185092780632683,PFW,False,0,6
31,25.922913074493408,0.0145964344345626,0.0135315671889006,PFW,False,0,6
32,26.73758316040039,0.0137302690560846,0.0091102912130442,PFW,False,0,6
33,27.56152892112732,0.0134160166675306,0.0099954659909001,PFW,False,0,6
34,28.40152382850647,0.0122394030667732,0.0148634482574304,PFW,False,0,6
35,29.2205171585083,0.0111182775411207,0.0168456727877569,PFW,False,0,6
36,30.068387031555176,0.0108354699294841,0.0173359449626058,PFW,False,0,6
37,30.896339893341064,0.0104660413027148,0.0178741003339455,PFW,False,0,6
38,31.742539882659912,0.01018120886248,0.018259308676494,PFW,False,0,6
39,32.57335019111633,0.0092865955376868,0.0187893840968743,PFW,False,0,6
40,33.39498209953308,0.0085506071507059,0.0188710641923027,PFW,False,0,6
41,34.23815393447876,0.0077535042407096,0.0185749408009203,PFW,False,0,6
42,35.088189125061035,0.006777906434885,0.016199560313645,PFW,False,0,6
43,35.91100311279297,0.0059105896416877,0.0141750527425754,PFW,False,0,6
44,37.99131321907044,0.0047541448805587,0.0035557245311838,PFW,False,0,6
45,38.83889508247376,0.0047194198718159,0.0037220761352467,PFW,False,0,6
46,39.66573905944824,0.004671575093228,0.0037334655415269,PFW,False,0,6
47,40.51720690727234,0.0045459382696412,0.0037119809763186,PFW,False,0,6
48,41.36387801170349,0.0042603811760679,0.0049776709379415,PFW,False,0,6
49,42.18541789054871,0.0039064272884733,0.0048148774715307,PFW,False,0,6
50,43.03901696205139,0.0035674420003989,0.0060036139779378,PFW,False,0,6
51,43.8667209148407,0.0032391555579719,0.0066345813542485,PFW,False,0,6
52,44.70542883872986,0.003022721274467,0.0069730339125398,PFW,False,0,6
53,45.54918122291565,0.0028977016006023,0.0070610755382954,PFW,False,0,6
54,46.37577390670776,0.002600015499526,0.0049295862819468,PFW,False,0,6
55,47.203115940094,0.0023854278460256,0.0044286959987012,PFW,False,0,6
56,48.035507917404175,0.0021283866705586,0.0041173788340478,PFW,False,0,6
57,48.87474703788757,0.0019386288806432,0.0034586044099876,PFW,False,0,6
58,49.71936392784119,0.001858635770356,0.004118149874566,PFW,False,0,6
59,50.54877996444702,0.0017309767248309,0.0035672764708615,PFW,False,0,6
60,51.41660523414612,0.0015974400802378,0.0040251062530574,PFW,False,0,6
61,52.25207018852234,0.001472428830759,0.0031864491540885,PFW,False,0,6
62,53.073930978775024,0.0013525558962843,0.0031415211151214,PFW,False,0,6
63,53.9058620929718,0.001329370178515,0.0031092399787666,PFW,False,0,6
64,54.73418402671814,0.0012568805673598,0.0022853616491679,PFW,False,0,6
65,55.56023907661438,0.0011911572525221,0.0036252766613983,PFW,False,0,6
66,56.39346718788147,0.0011262745026594,0.0045048313484058,PFW,False,0,6
67,57.23859405517578,0.0009830401936674,0.0039160989686268,PFW,False,0,6
68,58.07950401306152,0.0008842105151282,0.0034692766276662,PFW,False,0,6
69,58.937241077423096,0.0008095034848315,0.0030792259908562,PFW,False,0,6
70,59.78807497024536,0.0007389241481451,0.0026514444311864,PFW,False,0,6
71,60.618184089660645,0.0006909238959149,0.0022882568103633,PFW,False,0,6
72,61.456387996673584,0.000656225358223,0.0019614843624437,PFW,False,0,6
73,62.29174900054932,0.0006261734033882,0.0017040685839226,PFW,False,0,6
74,63.13319110870361,0.0006050558472918,0.0016083188780462,PFW,False,0,6
75,63.97202801704407,0.0005865709210572,0.0015535608836699,PFW,False,0,6
76,64.80432605743408,0.0005685611362931,0.0014558252716562,PFW,False,0,6
77,65.64564490318298,0.0005547647155088,0.0013700690426984,PFW,False,0,6
78,66.48661017417908,0.0005411100299329,0.0013082725507006,PFW,False,0,6
79,67.3297049999237,0.0005274075715701,0.0012354569720705,PFW,False,0,6
80,68.18470692634583,0.0005088210626449,0.0013912655620262,PFW,False,0,6
81,69.01396918296814,0.0004789555780438,0.001545201217713,PFW,False,0,6
82,69.84802913665771,0.000476076846642,0.001556060366712,PFW,False,0,6
83,70.68347787857056,0.0004571752060773,0.0013715237104176,PFW,False,0,6
84,71.52911305427551,0.0004429013071325,0.001203021305164,PFW,False,0,6
85,72.3542251586914,0.0004326294258572,0.0010542998183319,PFW,False,0,6
86,73.21410083770752,0.0004242990475603,0.0009129451099059,PFW,False,0,6
87,74.06191396713257,0.0004172551701867,0.0007899846418829,PFW,False,0,6
88,74.8990261554718,0.000411753517991,0.0007535540488613,PFW,False,0,6
89,75.7279851436615,0.0004074245654577,0.0006470919691145,PFW,False,0,6
90,76.57997512817383,0.0004039185897844,0.0006298784133949,PFW,False,0,6
91,77.41579103469849,0.0004005081311824,0.0005311375281473,PFW,False,0,6
92,78.2398009300232,0.0003978584312149,0.0005184159470511,PFW,False,0,6
93,79.06919002532959,0.0003957964724345,0.0004389125782899,PFW,False,0,6
94,79.91342210769653,0.0003941233206408,0.000424588980486,PFW,False,0,6
95,80.75193405151367,0.0003925273722931,0.0003589270213366,PFW,False,0,6
96,81.60118103027344,0.0003912559132217,0.0003475124276831,PFW,False,0,6
97,82.4233078956604,0.0003903006384201,0.0002912607261066,PFW,False,0,6
98,83.24926209449768,0.0003895561470695,0.0002865761350255,PFW,False,0,6
99,84.0852210521698,0.0003888175531255,0.0002377725492539,PFW,False,0,6
100,84.92587208747864,0.000388237604831,0.0002338937019887,PFW,False,0,6
101,85.77660989761353,0.0003878011082226,0.0001949125414557,PFW,False,0,6
102,86.61319589614868,0.0003874627029545,0.0001893758332423,PFW,False,0,6
103,87.44360899925232,0.0003871342856977,0.0001588668462223,PFW,False,0,6
104,88.27950310707092,0.0003868727774972,0.0001540685830965,PFW,False,0,6
105,89.11701488494873,0.0003866796769585,0.0001276749116759,PFW,False,0,6
106,89.96984219551086,0.0003865312711535,0.0001266496466347,PFW,False,0,6
107,90.80457901954652,0.0003863840543926,0.0001037659923377,PFW,False,0,6
108,91.6397008895874,0.0003862716828186,0.0001029719617193,PFW,False,0,6
109,92.4831521511078,0.0003861859912395,8.519577937923881e-05,PFW,False,0,6
0,0.0,0.0331597389528569,0.0052245829101699,BPFW,True,0,6
1,19.957065105438232,0.0141750384660312,0.0121682926859852,BPFW,True,0,6
2,23.285722970962524,0.009292521425264,0.010483525795067,BPFW,True,0,6
3,27.6609160900116,0.0060294550947864,0.0093975060039587,BPFW,True,0,6
4,30.195421934127808,0.0040056154867056,0.0118127799065807,BPFW,True,0,6
5,32.56192111968994,0.0028537180008571,0.005728240072085,BPFW,True,0,6
6,36.3189549446106,0.0024930184366922,0.0067132229170562,BPFW,True,0,6
7,37.79000997543335,0.0014508354354734,0.0024719147027025,BPFW,True,0,6
8,41.15615797042847,0.001161658605696,0.0009444938612645,BPFW,True,0,6
9,43.246012926101685,0.0011501379675501,0.0007184770413591,BPFW,True,0,6
10,44.90966701507568,0.0011424255074969,0.0006753574880602,BPFW,True,0,6
11,46.80413484573364,0.0008281804201519,0.0033127216806076,BPFW,True,0,6
12,48.47821116447449,0.0007218853813622,0.0028875415254491,BPFW,True,0,6
13,49.74320483207703,0.0004139979765287,0.0005438539286728,BPFW,True,0,6
14,51.40845799446106,0.0004002781248774,0.0004483932828614,BPFW,True,0,6
15,53.0987069606781,0.0003893564383756,0.0002903918852724,BPFW,True,0,6
16,54.76197290420532,0.0003872536445,0.0001820923383745,BPFW,True,0,6
17,56.428849935531616,0.0003860710120298,9.28639539276233e-05,BPFW,True,0,6
0,0.0,0.0331597389528569,0.0052245829101699,BPFW,False,0,6
1,0.8586082458496094,0.0331265883814291,0.0057144997987117,BPFW,False,0,6
2,1.7142231464385986,0.0331178934511867,0.0059048706520226,BPFW,False,0,6
3,2.572951078414917,0.033100595432413,0.0063065499968835,BPFW,False,0,6
4,3.402306079864502,0.0330991931687823,0.0063381209099096,BPFW,False,0,6
5,4.238438129425049,0.0330288682858371,0.0077932772152674,BPFW,False,0,6
6,5.111233234405518,0.0329747953522038,0.00881877405305,BPFW,False,0,6
7,5.959104061126709,0.0328876212799304,0.0101191925297427,BPFW,False,0,6
8,6.813664197921753,0.0327726356063914,0.0119716012604616,BPFW,False,0,6
9,7.6554670333862305,0.0326674197308074,0.0135544693207835,BPFW,False,0,6
10,8.49794626235962,0.0326480169407824,0.0137750992569296,BPFW,False,0,6
11,9.338730096817017,0.0326126821816902,0.0142770381269001,BPFW,False,0,6
12,10.192352056503296,0.0322282518693116,0.0184248008841923,BPFW,False,0,6
13,11.035499095916748,0.0319288672637746,0.021078848075926,BPFW,False,0,6
14,11.878493309020996,0.0316462019154091,0.0232140209900203,BPFW,False,0,6
15,12.743831157684326,0.0314273992879383,0.0246926547499578,BPFW,False,0,6
16,13.570540189743042,0.0304620024641871,0.0290987011684401,BPFW,False,0,6
17,14.410787105560305,0.0300257521320328,0.0307919123986869,BPFW,False,0,6
18,15.234713077545166,0.0289896014807843,0.0334264958888378,BPFW,False,0,6
19,16.078209161758423,0.0280905404276576,0.0349700113545307,BPFW,False,0,6
20,16.928033113479614,0.0269817712907449,0.0360669699652633,BPFW,False,0,6
21,17.751288175582886,0.0257027284246574,0.0364174291251532,BPFW,False,0,6
22,18.5923912525177,0.0249197340081007,0.0361363844917431,BPFW,False,0,6
23,19.42829918861389,0.0237691871779177,0.0355488934559265,BPFW,False,0,6
24,20.26351022720337,0.0223163172837179,0.034110752223376,BPFW,False,0,6
25,21.0961332321167,0.0215800700647517,0.0330206619434827,BPFW,False,0,6
26,21.926040172576904,0.019869719013766,0.0299890129262796,BPFW,False,0,6
27,22.761409044265747,0.0184221546937151,0.0267077502548897,BPFW,False,0,6
28,23.593202352523804,0.0177585858347778,0.0248363408268551,BPFW,False,0,6
29,24.43464708328247,0.0171185253172424,0.0229280189299833,BPFW,False,0,6
30,25.274811267852783,0.0157545835837459,0.0185092780632683,BPFW,False,0,6
31,26.117785215377808,0.0145964344345626,0.0135315671889006,BPFW,False,0,6
32,26.936147212982178,0.0137302690560846,0.0091102912130442,BPFW,False,0,6
33,27.781338214874268,0.0134160166675306,0.0099954659909001,BPFW,False,0,6
34,28.613487243652344,0.0122394030667732,0.0148634482574304,BPFW,False,0,6
35,29.46445631980896,0.0111182775411207,0.0168456727877569,BPFW,False,0,6
36,30.30848217010498,0.0108354699294841,0.0173359449626058,BPFW,False,0,6
37,31.140454292297363,0.0104660413027148,0.0178741003339455,BPFW,False,0,6
38,31.96629524230957,0.01018120886248,0.018259308676494,BPFW,False,0,6
39,32.802725315093994,0.0092865955376868,0.0187893840968743,BPFW,False,0,6
40,33.641120195388794,0.0085506071507059,0.0188710641923027,BPFW,False,0,6
41,34.4604971408844,0.0077535042407096,0.0185749408009203,BPFW,False,0,6
42,35.30441498756409,0.006777906434885,0.016199560313645,BPFW,False,0,6
43,36.1428701877594,0.0059105896416877,0.0141750527425754,BPFW,False,0,6
44,38.20131015777588,0.0047541448805587,0.0035557245311838,BPFW,False,0,6
45,39.0481641292572,0.0047194198718159,0.0037220761352467,BPFW,False,0,6
46,39.904465198516846,0.004671575093228,0.0037334655415269,BPFW,False,0,6
47,40.748329162597656,0.0045459382696412,0.0037119809763186,BPFW,False,0,6
48,41.57842206954956,0.0042603811760679,0.0049776709379415,BPFW,False,0,6
49,42.426377058029175,0.0039064272884733,0.0048148774715307,BPFW,False,0,6
50,43.28869032859802,0.0035674420003989,0.0060036139779378,BPFW,False,0,6
51,44.116931200027466,0.0032391555579719,0.0066345813542485,BPFW,False,0,6
52,44.94811820983887,0.003022721274467,0.0069730339125398,BPFW,False,0,6
53,45.779136180877686,0.0028977016006023,0.0070610755382954,BPFW,False,0,6
54,46.60782313346863,0.002600015499526,0.0049295862819468,BPFW,False,0,6
55,47.434853315353394,0.0023854278460256,0.0044286959987012,BPFW,False,0,6
56,48.25315523147583,0.0021283866705586,0.0041173788340478,BPFW,False,0,6
57,49.079673290252686,0.0019386288806432,0.0034586044099876,BPFW,False,0,6
58,49.90731596946716,0.001858635770356,0.004118149874566,BPFW,False,0,6
59,50.75360894203186,0.0017309767248309,0.0035672764708615,BPFW,False,0,6
60,51.61809825897217,0.0015974400802378,0.0040251062530574,BPFW,False,0,6
61,52.46330809593201,0.001472428830759,0.0031864491540885,BPFW,False,0,6
62,53.30093026161194,0.0013525558962843,0.0031415211151214,BPFW,False,0,6
63,54.15079402923584,0.001329370178515,0.0031092399787666,BPFW,False,0,6
64,54.9820601940155,0.0012568805673598,0.0022853616491679,BPFW,False,0,6
65,55.805020332336426,0.0011911572525221,0.0036252766613983,BPFW,False,0,6
66,56.62995624542236,0.0011349292260334,0.0045397169041337,BPFW,False,0,6
67,57.472432136535645,0.0010325186748232,0.004130074699293,BPFW,False,0,6
68,58.31657409667969,0.0009149451559407,0.0036509697976289,BPFW,False,0,6
69,59.154518127441406,0.0008315125565077,0.003283810401662,BPFW,False,0,6
70,59.998348236083984,0.0007617992482859,0.0029382143627186,BPFW,False,0,6
71,60.81516909599304,0.0006971126089521,0.0025699589227261,BPFW,False,0,6
72,61.65461134910584,0.0006535960565438,0.0022647457531562,BPFW,False,0,6
73,62.47783017158508,0.000618983689026,0.0019720788970072,BPFW,False,0,6
74,63.31974911689758,0.0005881742490607,0.001666745718384,BPFW,False,0,6
75,64.14879417419434,0.0005692969244686,0.0014811403110134,BPFW,False,0,6
76,64.98359608650208,0.000552755648237,0.0014122155820817,BPFW,False,0,6
77,65.81831812858582,0.0005373514541131,0.0013058409107416,BPFW,False,0,6
78,66.63890528678894,0.0005198183200181,0.0014749494410869,BPFW,False,0,6
79,67.46069931983948,0.0004910246545551,0.0016499271211088,BPFW,False,0,6
80,68.2766661643982,0.0004884984258203,0.001661493606452,BPFW,False,0,6
81,69.0920672416687,0.0004690971360297,0.0014851737662582,BPFW,False,0,6
82,69.94506502151489,0.0004527628102521,0.0013115020688649,BPFW,False,0,6
83,70.76366019248962,0.0004405181335817,0.0011538988749389,BPFW,False,0,6
84,71.59567213058472,0.0004304863907209,0.00100260904582,BPFW,False,0,6
85,72.4188883304596,0.0004224426794521,0.0008598879575518,BPFW,False,0,6
86,73.27291321754456,0.0004160791963085,0.0008083173976399,BPFW,False,0,6
87,74.09262728691101,0.0004109897796271,0.0007065376122201,BPFW,False,0,6
88,74.92795920372009,0.0004068391692143,0.0006737363261301,BPFW,False,0,6
89,75.74570608139038,0.0004030253979795,0.0005813297262495,BPFW,False,0,6
90,76.57776618003845,0.0003999376753311,0.000555761738029,BPFW,False,0,6
91,77.40642404556274,0.0003974874752571,0.0004737628854473,BPFW,False,0,6
92,78.23925709724426,0.0003955322917686,0.0004617075328266,BPFW,False,0,6
93,79.08554124832153,0.0003937052511162,0.0003873805841568,BPFW,False,0,6
94,79.92581510543823,0.0003922535502027,0.0003796031856883,BPFW,False,0,6
95,80.76293921470642,0.0003911140782687,0.0003185990045644,BPFW,False,0,6
96,81.58280515670776,0.0003902023493189,0.0003095389465799,BPFW,False,0,6
97,82.41127419471741,0.0003893575743871,0.0002595444993411,BPFW,False,0,6
98,83.25194716453552,0.0003886835676029,0.0002532686630427,BPFW,False,0,6
99,84.09643912315369,0.0003881632748706,0.0002108646408612,BPFW,False,0,6
100,84.94128012657166,0.0003877683335043,0.0002072833353446,BPFW,False,0,6
101,85.78839302062988,0.0003873789744618,0.0001719049198772,BPFW,False,0,6
102,86.63108205795288,0.0003870753914839,0.0001689091310762,BPFW,False,0,6
103,87.45682120323181,0.0003868471463033,0.0001403166036559,BPFW,False,0,6
104,88.29292225837708,0.0003866695616521,0.0001371238950027,BPFW,False,0,6
105,89.13420820236206,0.0003864971231779,0.000114185662255,BPFW,False,0,6
