iteration,cpu_time,of_value,duality_gap,Variant,SSC,seed,max_clique
29,0.10795283317565918,0.000813309213638727,0.0030357585884273185,AFW,False,0,6
30,0.1112818717956543,0.0006679739170559417,0.0020838588946389116,AFW,False,0,6
31,0.11470580101013184,0.0005974099701077676,0.0018202046134238531,AFW,False,0,6
32,0.11807990074157715,0.000540929124464466,0.0015037909306436384,AFW,False,0,6
33,0.12144875526428223,0.000501277506735603,0.0013280410533506514,AFW,False,0,6
34,0.12484502792358398,0.00047690198032269645,0.0014589741312944742,AFW,False,0,6
35,0.12830686569213867,0.0004404501502636137,0.0011209298768183498,AFW,False,0,6
36,0.13158488273620605,0.0004187859560776889,0.0008728526895617858,AFW,False,0,6
37,0.1346888542175293,0.0004056098726843538,0.0006560698093884884,AFW,False,0,6
38,0.13754987716674805,0.0003981622930539497,0.0005038467860483224,AFW,False,0,6
39,0.14066672325134277,0.00039377124129648746,0.0003718165227292189,AFW,False,0,6
40,0.14351487159729004,0.00039066443294982463,0.00032105842178631116,AFW,False,0,6
41,0.1463947296142578,0.0003888830789650667,0.0002260803117386099,AFW,False,0,6
42,0.14939284324645996,0.0003877904080348124,0.00019713238871357954,AFW,False,0,6
43,0.15240788459777832,0.00038711979476617215,0.0001441701546317756,AFW,False,0,6
44,0.15578699111938477,0.000386720195919423,0.00012706418229339287,AFW,False,0,6
45,0.1586918830871582,0.0003864418662896726,8.809545049791003e-05,AFW,False,0,6
0,0.0,0.014624014725603983,0.014292197190061957,PFW,True,0,6
1,0.029897212982177734,0.008866568693299937,0.011650361046139906,PFW,True,0,6
2,0.041416168212890625,0.004998448955589552,0.005971735993062364,PFW,True,0,6
3,0.053890228271484375,0.0031550473731335625,0.007294466972361698,PFW,True,0,6
4,0.06895613670349121,0.001797882278933201,0.006216569572194023,PFW,True,0,6
5,0.08040618896484375,0.0009364958541563644,0.0037052004757330203,PFW,True,0,6
6,0.08759927749633789,0.0006015710467593278,0.0023203938036023353,PFW,True,0,6
7,0.09474420547485352,0.00042507169417871924,0.0009667630233537406,PFW,True,0,6
8,0.10199427604675293,0.0003953874837847387,0.000518172728556284,PFW,True,0,6
9,0.10963320732116699,0.00038900811785561805,0.00025840910413388573,PFW,True,0,6
10,0.11681032180786133,0.00038731706801460386,0.00019114005241148885,PFW,True,0,6
11,0.12421226501464844,0.00038615267626315166,7.963225327072942e-05,PFW,True,0,6
0,0.0,0.014624014725603983,0.014292197190061957,PFW,False,0,6
1,0.002914905548095703,0.014523714437951788,0.014258900052175772,PFW,False,0,6
2,0.005743980407714844,0.013509444157744315,0.013864139112268838,PFW,False,0,6
3,0.008810997009277344,0.013502404778851534,0.013881926068516673,PFW,False,0,6
4,0.011554956436157227,0.013420495378995624,0.014112531950342462,PFW,False,0,6
5,0.014885902404785156,0.013356051888414088,0.01430617376422863,PFW,False,0,6
6,0.01762700080871582,0.013085085725846261,0.01511151947003941,PFW,False,0,6
7,0.02051997184753418,0.013050985583914598,0.015220714824511514,PFW,False,0,6
8,0.023563861846923828,0.01197598241659199,0.014223359831973554,PFW,False,0,6
9,0.026340961456298828,0.01162038835815165,0.014895052493516995,PFW,False,0,6
10,0.029240846633911133,0.011117751300733562,0.015636124460021203,PFW,False,0,6
11,0.03230714797973633,0.009467518157659631,0.015001154116705918,PFW,False,0,6
12,0.03504300117492676,0.00888242446656009,0.013040517643139325,PFW,False,0,6
13,0.037956953048706055,0.007558697531145428,0.008180245685371419,PFW,False,0,6
14,0.04097294807434082,0.006655182881135891,0.005899446092443087,PFW,False,0,6
15,0.04375505447387695,0.005903575540531351,0.005462397389874777,PFW,False,0,6
16,0.04672813415527344,0.005314190632753641,0.00694407532617858,PFW,False,0,6
17,0.0498199462890625,0.004048973748007896,0.0042579415624436154,PFW,False,0,6
18,0.05264902114868164,0.003567094900637645,0.004592380131717556,PFW,False,0,6
19,0.055422067642211914,0.0028623669847551462,0.0038019955487124334,PFW,False,0,6
20,0.06417298316955566,0.0027102034037865003,0.0026514499922129097,PFW,False,0,6
21,0.06698393821716309,0.0023640930188722838,0.0020690674090020184,PFW,False,0,6
22,0.06972193717956543,0.002170217851536944,0.002945245258932465,PFW,False,0,6
23,0.07271003723144531,0.0015503715847502214,0.003553203967928816,PFW,False,0,6
24,0.0754539966583252,0.0014579637332762748,0.0038383334768269306,PFW,False,0,6
25,0.07827401161193848,0.0010074215547361104,0.003702437789299598,PFW,False,0,6
26,0.08129382133483887,0.0007692146491381218,0.002611563686940103,PFW,False,0,6
27,0.08406686782836914,0.0005968741683196886,0.0018896894018064403,PFW,False,0,6
28,0.08695697784423828,0.0005225785196832416,0.0014357696575068633,PFW,False,0,6
29,0.08984994888305664,0.000465019527256545,0.0009587421012118529,PFW,False,0,6
30,0.09286999702453613,0.00044060108245773605,0.0007262480540803797,PFW,False,0,6
31,0.09564614295959473,0.0004214610948150156,0.0006213102272838998,PFW,False,0,6
32,0.09866499900817871,0.00041085361124580064,0.0004937985039913653,PFW,False,0,6
33,0.10153603553771973,0.00040199396336059037,0.0004012003265966405,PFW,False,0,6
34,0.10421586036682129,0.000397339613290358,0.0003096385639329933,PFW,False,0,6
35,0.10734915733337402,0.00039343700436555746,0.00024470552129353813,PFW,False,0,6
36,0.11017990112304688,0.0003913906418169839,0.00020996975532869592,PFW,False,0,6
37,0.11316704750061035,0.0003895954756905056,0.0002005974399679894,PFW,False,0,6
38,0.11616802215576172,0.0003884555700264322,0.00013061012119313948,PFW,False,0,6
39,0.11903190612792969,0.00038763549262746394,0.00011632488056052798,PFW,False,0,6
40,0.12186717987060547,0.00038714638585320913,0.00011187491238760279,PFW,False,0,6
41,0.12522292137145996,0.00038669633021702144,9.151180239201168e-05,PFW,False,0,6
0,0.0,0.014624014725603983,0.014292197190061957,BPFW,True,0,6
1,0.03056621551513672,0.008866568693299937,0.011650361046139906,BPFW,True,0,6
2,0.04205203056335449,0.004998448955589552,0.005971735993062364,BPFW,True,0,6
3,0.05452895164489746,0.0031550473731335625,0.007294466972361698,BPFW,True,0,6
4,0.0694119930267334,0.001797882278933201,0.006216569572194023,BPFW,True,0,6
5,0.08169412612915039,0.0009364958541563644,0.0037052004757330203,BPFW,True,0,6
6,0.08961701393127441,0.0006015710467593278,0.0023203938036023353,BPFW,True,0,6
7,0.09792089462280273,0.00042507169417871924,0.0009667630233537406,BPFW,True,0,6
8,0.10617589950561523,0.0003953874837847387,0.000518172728556284,BPFW,True,0,6
9,0.11478114128112793,0.00038900811785561805,0.00025840910413388573,BPFW,True,0,6
10,0.12326407432556152,0.00038731706801460386,0.00019114005241148885,BPFW,True,0,6
11,0.13120722770690918,0.00038615267626315166,7.963225327072942e-05,BPFW,True,0,6
0,0.0,0.014624014725603983,0.014292197190061957,BPFW,False,0,6
1,0.0034639835357666016,0.014523714437951788,0.014258900052175772,BPFW,False,0,6
2,0.006258964538574219,0.013509444157744315,0.013864139112268838,BPFW,False,0,6
3,0.009585142135620117,0.013502404778851534,0.013881926068516673,BPFW,False,0,6
4,0.012967109680175781,0.013420495378995624,0.014112531950342462,BPFW,False,0,6
5,0.016454219818115234,0.013356051888414088,0.01430617376422863,BPFW,False,0,6
6,0.02045893669128418,0.013085085725846261,0.01511151947003941,BPFW,False,0,6
7,0.024260997772216797,0.013050985583914598,0.015220714824511514,BPFW,False,0,6
8,0.02778315544128418,0.01197598241659199,0.014223359831973554,BPFW,False,0,6
9,0.0312800407409668,0.01162038835815165,0.014895052493516995,BPFW,False,0,6
10,0.03476095199584961,0.011117751300733562,0.015636124460021203,BPFW,False,0,6
11,0.03842806816101074,0.009467518157659631,0.015001154116705918,BPFW,False,0,6
12,0.04165816307067871,0.00888242446656009,0.013040517643139325,BPFW,False,0,6
13,0.04487109184265137,0.007558697531145428,0.008180245685371419,BPFW,False,0,6
14,0.047814130783081055,0.006655182881135891,0.005899446092443087,BPFW,False,0,6
15,0.05074715614318848,0.005903575540531351,0.005462397389874777,BPFW,False,0,6
16,0.05414605140686035,0.005314190632753641,0.00694407532617858,BPFW,False,0,6
17,0.05744791030883789,0.004048973748007896,0.0042579415624436154,BPFW,False,0,6
18,0.060562849044799805,0.003567094900637645,0.004592380131717556,BPFW,False,0,6
19,0.0640711784362793,0.0028623669847551462,0.0038019955487124334,BPFW,False,0,6
20,0.07392621040344238,0.0027102034037865003,0.0026514499922129097,BPFW,False,0,6
21,0.07748699188232422,0.0023640930188722838,0.0020690674090020184,BPFW,False,0,6
22,0.08090996742248535,0.002170217851536944,0.002945245258932465,BPFW,False,0,6
23,0.08437919616699219,0.0015503715847502214,0.003553203967928816,BPFW,False,0,6
24,0.0879061222076416,0.0014579637332762748,0.0038383334768269306,BPFW,False,0,6
25,0.0914008617401123,0.0010074215547361104,0.003702437789299598,BPFW,False,0,6
26,0.09477400779724121,0.0007692146491381218,0.002611563686940103,BPFW,False,0,6
27,0.09821510314941406,0.0005968741683196886,0.0018896894018064403,BPFW,False,0,6
28,0.10166692733764648,0.0005225785196832416,0.0014357696575068633,BPFW,False,0,6
29,0.10511994361877441,0.000465019527256545,0.0009587421012118529,BPFW,False,0,6
30,0.10852599143981934,0.00044060108245773605,0.0007262480540803797,BPFW,False,0,6
31,0.11217403411865234,0.0004214610948150156,0.0006213102272838998,BPFW,False,0,6
32,0.11602497100830078,0.00041085361124580064,0.0004937985039913653,BPFW,False,0,6
33,0.11998891830444336,0.00040199396336059037,0.0004012003265966405,BPFW,False,0,6
34,0.12410807609558105,0.000397339613290358,0.0003096385639329933,BPFW,False,0,6
35,0.12817597389221191,0.00039343700436555746,0.00024470552129353813,BPFW,False,0,6
36,0.13251090049743652,0.0003913906418169839,0.00020996975532869592,BPFW,False,0,6
37,0.1368710994720459,0.0003895954756905056,0.0002005974399679894,BPFW,False,0,6
38,0.14134812355041504,0.0003884555700264322,0.00013061012119313948,BPFW,False,0,6
39,0.1456151008605957,0.00038763549262746394,0.00011632488056052798,BPFW,False,0,6
40,0.15009808540344238,0.00038714638585320913,0.00011187491238760279,BPFW,False,0,6
41,0.15542197227478027,0.00038669633021702144,9.151180239201168e-05,BPFW,False,0,6
0,0.0,0.016124977754213284,0.010568988449116768,AFW,True,1,6
1,0.018426895141601562,0.014479929580317163,0.0122312828088838,AFW,True,1,6
2,0.029466867446899414,0.008757400346921431,0.009739402466506342,AFW,True,1,6
3,0.04925394058227539,0.007748067446885467,0.011614648837125228,AFW,True,1,6
4,0.06040191650390625,0.004793184956953088,0.004405853797314754,AFW,True,1,6
5,0.0779118537902832,0.003992081628917476,0.005711780377698633,AFW,True,1,6
6,0.08716988563537598,0.002868893727274849,0.0024924760125135145,AFW,True,1,6
7,0.10034680366516113,0.0025394524657550016,0.0030103057317426595,AFW,True,1,6
8,0.10930585861206055,0.002254581074582549,0.003855521962696784,AFW,True,1,6
9,0.11875200271606445,0.001303247235419551,0.0012157853085739162,AFW,True,1,6
10,0.13062286376953125,0.0011708256330956119,0.0016500586322925523,AFW,True,1,6
11,0.1409919261932373,0.0006559393483451583,0.0024896772906250215,AFW,True,1,6
12,0.14708876609802246,0.00041897473548424004,0.000873892644233504,AFW,True,1,6
13,0.15985894203186035,0.00039453981204860047,0.00032411830471428807,AFW,True,1,6
14,0.17035889625549316,0.00039110938534283365,0.0002521808309028996,AFW,True,1,6
15,0.1812129020690918,0.0003870206984680764,0.0001691072419012323,AFW,True,1,6
16,0.19032597541809082,0.000386413734271535,9.74634444570629e-05,AFW,True,1,6
0,0.0,0.016124977754213284,0.010568988449116768,AFW,False,1,6
1,0.0033690929412841797,0.015565673839141748,0.008876717288923896,AFW,False,1,6
2,0.0067789554595947266,0.015535898948940467,0.00872901782165136,AFW,False,1,6
3,0.010327816009521484,0.015093682408103354,0.010003544280492207,AFW,False,1,6
4,0.016261816024780273,0.009946398489543061,0.019062197040827945,AFW,False,1,6
5,0.022897005081176758,0.005271840273056499,0.009045130575739326,AFW,False,1,6
6,0.026582002639770508,0.005052449348696943,0.008663623407471281,AFW,False,1,6
7,0.029986143112182617,0.0049652351906583035,0.008479654770593967,AFW,False,1,6
8,0.03335094451904297,0.004800600698338528,0.008092682140373845,AFW,False,1,6
9,0.036830902099609375,0.004476412183965679,0.007429118456492693,AFW,False,1,6
10,0.04027295112609863,0.003552526502963559,0.006093243639161568,AFW,False,1,6
11,0.043931007385253906,0.0034487067640542957,0.006224046529632918,AFW,False,1,6
12,0.04851698875427246,0.0032623482068709327,0.006443973663504178,AFW,False,1,6
13,0.058541059494018555,0.003218611040493774,0.006503281785480002,AFW,False,1,6
14,0.06631207466125488,0.0030789681517320146,0.006763277366652247,AFW,False,1,6
15,0.07272505760192871,0.0029761290470755,0.006602942839560344,AFW,False,1,6
16,0.08051800727844238,0.002427261567714639,0.003661833161564416,AFW,False,1,6
17,0.08600401878356934,0.0023340042127506736,0.0035427416400302517,AFW,False,1,6
18,0.09039592742919922,0.0022658987603614827,0.0040619491114628065,AFW,False,1,6
19,0.09466409683227539,0.00219501302790211,0.004067362988447569,AFW,False,1,6
20,0.09895205497741699,0.0019239223165139513,0.003651760349207473,AFW,False,1,6
21,0.10367798805236816,0.001804848028618548,0.0041547442925601065,AFW,False,1,6
22,0.1078329086303711,0.001776124823848279,0.004300867397570367,AFW,False,1,6
23,0.11279702186584473,0.0014827661859820004,0.0024990680636555514,AFW,False,1,6
24,0.11801505088806152,0.001374403882489427,0.002724117326807675,AFW,False,1,6
25,0.12314701080322266,0.001337782426166042,0.0028170191370546663,AFW,False,1,6
26,0.12761306762695312,0.0012705265765854505,0.003016390306267026,AFW,False,1,6
27,0.13173198699951172,0.001149051203833792,0.002526107154527101,AFW,False,1,6
28,0.13579082489013672,0.001045700997790204,0.002306197361925533,AFW,False,1,6
29,0.1396780014038086,0.0009536374827676,0.0037557768073119137,AFW,False,1,6
30,0.1434791088104248,0.0007383082388509524,0.0025808733940262986,AFW,False,1,6
31,0.14717793464660645,0.0006329566034696735,0.002145924500362364,AFW,False,1,6
32,0.15061688423156738,0.0005557855924738402,0.001781790377915357,AFW,False,1,6
33,0.15398883819580078,0.0005024119892163779,0.0015046244444321926,AFW,False,1,6
34,0.15733575820922852,0.0004629858611526943,0.001071909724358564,AFW,False,1,6
35,0.16120409965515137,0.00044738409315909144,0.0012331431151895796,AFW,False,1,6
36,0.16467905044555664,0.00042117659434171706,0.0008538026937787509,AFW,False,1,6
37,0.16791391372680664,0.0004085858093530592,0.0007401915773330627,AFW,False,1,6
38,0.170867919921875,0.0003990998607387486,0.0004864464803867963,AFW,False,1,6
39,0.17383098602294922,0.0003945594066039309,0.0004250182447181525,AFW,False,1,6
40,0.17714786529541016,0.00039143566317674126,0.00035914375843076787,AFW,False,1,6
41,0.18006396293640137,0.0003892055066224798,0.00023785914755546415,AFW,False,1,6
42,0.18298983573913574,0.0003877210498707893,0.0002033611637084281,AFW,False,1,6
43,0.1862499713897705,0.00038700727437827946,0.0001592780991831918,AFW,False,1,6
44,0.1892077922821045,0.00038656968654855696,0.00011132201110200285,AFW,False,1,6
45,0.19240307807922363,0.0003862827513515369,9.678648279301278e-05,AFW,False,1,6
0,0.0,0.016124977754213284,0.010568988449116768,PFW,True,1,6
1,0.03395199775695801,0.0069381998793599416,0.0049654698264073645,PFW,True,1,6
2,0.04871797561645508,0.0052393713223176895,0.006332228830615511,PFW,True,1,6
3,0.05899405479431152,0.0031879532159363767,0.0073047194945531965,PFW,True,1,6
4,0.06562089920043945,0.002329922484664804,0.005931324650652679,PFW,True,1,6
5,0.07849597930908203,0.0014040570010872872,0.0021331259088393233,PFW,True,1,6
6,0.0883629322052002,0.0008426431388740441,0.0033627210320424255,PFW,True,1,6
7,0.09672808647155762,0.0006598181345492471,0.0023630096680266775,PFW,True,1,6
8,0.10529017448425293,0.0005553147359624591,0.0012549179347066636,PFW,True,1,6
9,0.11342000961303711,0.0005104260494879543,0.00036602354439725307,PFW,True,1,6
10,0.12210512161254883,0.0005026230235206336,0.0001964518210774403,PFW,True,1,6
11,0.12716317176818848,0.0004964026848294048,0.0002541116074958121,PFW,True,1,6
12,0.13480901718139648,0.0004944051290435283,0.00016588085975921706,PFW,True,1,6
13,0.1400759220123291,0.00047504835853965917,0.00032484477087227337,PFW,True,1,6
14,0.15191102027893066,0.00039909298648771403,0.0005757771564846462,PFW,True,1,6
15,0.16116023063659668,0.0003920971726608738,0.000378828132328638,PFW,True,1,6
16,0.17028117179870605,0.0003883373157130683,0.00023225774092851058,PFW,True,1,6
17,0.17953920364379883,0.0003864585693185636,0.00011601704816202959,PFW,True,1,6
18,0.18880820274353027,0.0003859018677982198,4.264005155802606e-05,PFW,True,1,6
0,0.0,0.016124977754213284,0.010568988449116768,PFW,False,1,6
1,0.0038940906524658203,0.015366958601776616,0.011089413348986527,PFW,False,1,6
2,0.007855892181396484,0.014595705071363773,0.013970109071181394,PFW,False,1,6
3,0.011383056640625,0.014538561109280514,0.01397854697551911,PFW,False,1,6
4,0.014792919158935547,0.013193791562157659,0.01672290253943789,PFW,False,1,6
5,0.018193960189819336,0.012703302248148862,0.017377966618267883,PFW,False,1,6
6,0.022396087646484375,0.01193014719136341,0.017802841714429873,PFW,False,1,6
7,0.025731801986694336,0.010662780024367787,0.01709055111795987,PFW,False,1,6
8,0.02895808219909668,0.010011492919302601,0.016485040483029463,PFW,False,1,6
9,0.03232383728027344,0.008088699120297143,0.012319473855035925,PFW,False,1,6
10,0.03587484359741211,0.007794418359156016,0.010983509378380718,PFW,False,1,6
11,0.03936600685119629,0.0070013847547975416,0.007017689185323533,PFW,False,1,6
12,0.04250812530517578,0.006787101244966748,0.006068007558634168,PFW,False,1,6
13,0.04572296142578125,0.006412540180997075,0.004110617568372052,PFW,False,1,6
14,0.048462867736816406,0.0060695392656600795,0.004771947577654887,PFW,False,1,6
15,0.05192995071411133,0.005776005115430605,0.004905977782223641,PFW,False,1,6
16,0.054663896560668945,0.005282305402180252,0.007372811181550075,PFW,False,1,6
17,0.05729389190673828,0.004456348887659528,0.008479809660680154,PFW,False,1,6
18,0.06010103225708008,0.0036965199661898925,0.007397251794644586,PFW,False,1,6
19,0.06358790397644043,0.0029315685649874993,0.008566066148979775,PFW,False,1,6
20,0.07106304168701172,0.0020737177078730133,0.0027671028248090535,PFW,False,1,6
21,0.07376790046691895,0.0014942041645503161,0.0033257592072333734,PFW,False,1,6
22,0.07646608352661133,0.0012062652292492348,0.003077763900009343,PFW,False,1,6
23,0.07952594757080078,0.0010538878462703067,0.004207699861627476,PFW,False,1,6
24,0.08228492736816406,0.0008290114165181842,0.0031898985096238527,PFW,False,1,6
25,0.08553409576416016,0.0006537209872272815,0.002158744485065152,PFW,False,1,6
26,0.08829021453857422,0.000590954919559045,0.0015648400845229063,PFW,False,1,6
27,0.09103178977966309,0.0005472142682316106,0.0009939642789997417,PFW,False,1,6
28,0.09407401084899902,0.0005329485961292263,0.0006798541387453411,PFW,False,1,6
29,0.09712696075439453,0.0005226676142810094,0.0006210359667511411,PFW,False,1,6
30,0.10013198852539062,0.0005166888335191264,0.0004916349892321874,PFW,False,1,6
31,0.10321211814880371,0.0005123443571889961,0.00038361898074422093,PFW,False,1,6
32,0.10612106323242188,0.0005094098496149411,0.0003506589248140615,PFW,False,1,6
33,0.10905599594116211,0.000506974323515708,0.0003094450308971831,PFW,False,1,6
34,0.11223292350769043,0.0005053228360162755,0.00028630465091796756,PFW,False,1,6
35,0.11505699157714844,0.0005035358723011983,0.00029477730732088264,PFW,False,1,6
36,0.11859893798828125,0.000501993377820552,0.000269160907421404,PFW,False,1,6
37,0.12134504318237305,0.0005004309409054099,0.000274143268734785,PFW,False,1,6
38,0.12421798706054688,0.0004991341406706083,0.0002776764314487333,PFW,False,1,6
39,0.12695693969726562,0.0004980501480698103,0.0002800081656566434,PFW,False,1,6
40,0.13009381294250488,0.0004970508953449687,0.00025489711860906134,PFW,False,1,6
41,0.13296294212341309,0.0004962035434391286,0.00023085234572936926,PFW,False,1,6
42,0.13605308532714844,0.0004950042818345096,0.00026338742501570917,PFW,False,1,6
43,0.13879680633544922,0.0004932415410188846,0.00029980404292941613,PFW,False,1,6
44,0.14170503616333008,0.0004906562754820957,0.0003393817955619416,PFW,False,1,6
45,0.14495110511779785,0.0004868769757737849,0.0003804746336779799,PFW,False,1,6
46,0.14795494079589844,0.0004813784901630378,0.00041995176064007323,PFW,False,1,6
47,0.1513538360595703,0.00047343465996909414,0.0004523880338850787,PFW,False,1,6
48,0.1553809642791748,0.00046207513661030786,0.0004689587443904925,PFW,False,1,6
49,0.15877509117126465,0.0004460723969524978,0.0004560768086671323,PFW,False,1,6
50,0.1627521514892578,0.0004240117628683273,0.00046493310032127153,PFW,False,1,6
51,0.16652917861938477,0.0004026672490932601,0.0005245454007248808,PFW,False,1,6
52,0.17056894302368164,0.00039778856373211404,0.0003673943066894456,PFW,False,1,6
53,0.17410993576049805,0.000394281643047136,0.0003473681847475941,PFW,False,1,6
54,0.17749404907226562,0.0003921373181202263,0.0003039862357456488,PFW,False,1,6
55,0.18088722229003906,0.00039038327506467205,0.00022988873848289745,PFW,False,1,6
56,0.18429183959960938,0.0003891266598960435,0.00020140464697205001,PFW,False,1,6
57,0.18816280364990234,0.00038835790222769727,0.00019521567449644228,PFW,False,1,6
58,0.1918048858642578,0.000387650407357119,0.0001371309752214241,PFW,False,1,6
59,0.1952810287475586,0.00038715037634569035,0.00012911985988705373,PFW,False,1,6
60,0.198760986328125,0.00038684046328720363,0.0001273427556503841,PFW,False,1,6
61,0.20224380493164062,0.0003865321239914062,8.473403528497909e-05,PFW,False,1,6
0,0.0,0.016124977754213284,0.010568988449116768,BPFW,True,1,6
1,0.03340506553649902,0.0069381998793599416,0.0049654698264073645,BPFW,True,1,6
2,0.048500776290893555,0.0052393713223176895,0.006332228830615511,BPFW,True,1,6
3,0.05842304229736328,0.0031879532159363767,0.0073047194945531965,BPFW,True,1,6
4,0.06392598152160645,0.002329922484664804,0.005931324650652679,BPFW,True,1,6
5,0.07501006126403809,0.0014040570010872872,0.0021331259088393233,BPFW,True,1,6
6,0.08379006385803223,0.0008426431388740441,0.0033627210320424255,BPFW,True,1,6
7,0.0917208194732666,0.0006598181345492471,0.0023630096680266775,BPFW,True,1,6
8,0.09938287734985352,0.0005553147359624591,0.0012549179347066636,BPFW,True,1,6
9,0.10706305503845215,0.0005104260494879543,0.00036602354439725307,BPFW,True,1,6
10,0.11471891403198242,0.0005026230235206336,0.0001964518210774403,BPFW,True,1,6
11,0.1195077896118164,0.0004964026848294048,0.0002541116074958121,BPFW,True,1,6
12,0.12623190879821777,0.0004944051290435283,0.00016588085975921706,BPFW,True,1,6
13,0.130889892578125,0.00047504835853965917,0.00032484477087227337,BPFW,True,1,6
14,0.1413731575012207,0.00039909298648771403,0.0005757771564846462,BPFW,True,1,6
15,0.14935898780822754,0.0003920971726608738,0.000378828132328638,BPFW,True,1,6
16,0.15795016288757324,0.0003883373157130683,0.00023225774092851058,BPFW,True,1,6
17,0.16678214073181152,0.0003864585693185636,0.00011601704816202959,BPFW,True,1,6
18,0.17546796798706055,0.0003859018677982198,4.264005155802606e-05,BPFW,True,1,6
0,0.0,0.016124977754213284,0.010568988449116768,BPFW,False,1,6
1,0.0032999515533447266,0.015366958601776616,0.011089413348986527,BPFW,False,1,6
2,0.006498813629150391,0.014595705071363773,0.013970109071181394,BPFW,False,1,6
3,0.00975489616394043,0.014538561109280514,0.01397854697551911,BPFW,False,1,6
4,0.012579917907714844,0.013193791562157659,0.01672290253943789,BPFW,False,1,6
5,0.01567697525024414,0.012703302248148862,0.017377966618267883,BPFW,False,1,6
6,0.018545866012573242,0.01193014719136341,0.017802841714429873,BPFW,False,1,6
7,0.021371841430664062,0.010662780024367787,0.01709055111795987,BPFW,False,1,6
8,0.024643898010253906,0.010011492919302601,0.016485040483029463,BPFW,False,1,6
9,0.027478933334350586,0.008088699120297143,0.012319473855035925,BPFW,False,1,6
10,0.030586957931518555,0.007794418359156016,0.010983509378380718,BPFW,False,1,6
11,0.03354191780090332,0.0070013847547975416,0.007017689185323533,BPFW,False,1,6
